"090123","122 Non preferential tariff quota","Licensed","2019-07-01","2020-06-30","99","2000","KGM","3","N","90","","","","","",""
"090118","122 Non preferential tariff quota","Licensed","2019-07-01","2020-06-30","99","1220000","KGM","3","N","90","","","","","",""
"090118","122 Non preferential tariff quota","Licensed","2019-04-13","2019-06-30","99","264000","KGM","3","N","90","","","","","",""
"092011","122 Non preferential tariff quota","Licensed","2019-04-13","2019-12-31","99","4319000","KGM","3","N","90","","","","","",""
"092101","122 Non preferential tariff quota","Licensed","2019-04-13","2019-12-31","99","4319000","KGM","3","N","90","","","","","",""
"092102","122 Non preferential tariff quota","Licensed","2019-04-13","2019-12-31","99","4319000","KGM","3","N","90","","","","","",""
"092012","122 Non preferential tariff quota","Licensed","2019-04-13","2019-12-31","99","11060000","KGM","3","N","90","","","","","",""
"092105","122 Non preferential tariff quota","Licensed","2019-04-13","2019-12-31","99","11060000","KGM","3","N","90","","","","","",""
"092106","122 Non preferential tariff quota","Licensed","2019-04-13","2019-12-31","99","11060000","KGM","3","N","90","","","","","",""
"091922","122 Non preferential tariff quota","Licensed","2019-04-13","2019-12-31","99","268000","KGM","3","N","90","","","","","",""
"092115","122 Non preferential tariff quota","Licensed","2019-04-13","2019-12-31","99","268000","KGM","3","N","90","","","","","",""
"092116","122 Non preferential tariff quota","Licensed","2019-04-13","2019-12-31","99","268000","KGM","3","N","90","","","","","",""
"090693","122 Non preferential tariff quota","Licensed","2019-04-13","2019-12-31","99","37000","KGM","3","N","90","","","","","",""
"092125","122 Non preferential tariff quota","Licensed","2019-04-13","2019-12-31","99","37000","KGM","3","N","90","","","","","",""
"092126","122 Non preferential tariff quota","Licensed","2019-04-13","2019-12-31","99","37000","KGM","3","N","90","","","","","",""
"092119","122 Non preferential tariff quota","Licensed","2019-04-13","2019-12-31","99","181000","KGM","3","N","90","","","","","",""
"092120","122 Non preferential tariff quota","Licensed","2019-04-13","2019-12-31","99","181000","KGM","3","N","90","","","","","",""
"092013","122 Non preferential tariff quota","Licensed","2019-04-13","2019-12-31","99","82240000","KGM","3","N","90","","","","","",""
"092109","122 Non preferential tariff quota","Licensed","2019-04-13","2019-12-31","99","82240000","KGM","3","N","90","","","","","",""
"092110","122 Non preferential tariff quota","Licensed","2019-04-13","2019-12-31","99","82240000","KGM","3","N","90","","","","","",""
"092014","122 Non preferential tariff quota","Licensed","2019-04-13","2019-12-31","99","750000","KGM","3","N","90","","","","","",""
"092111","122 Non preferential tariff quota","Licensed","2019-04-13","2019-12-31","99","750000","KGM","3","N","90","","","","","",""
"092112","122 Non preferential tariff quota","Licensed","2019-04-13","2019-12-31","99","750000","KGM","3","N","90","","","","","",""
"092017","122 Non preferential tariff quota","Licensed","2019-04-13","2019-12-31","99","317000","KGM","3","N","90","","","","","",""
"092133","122 Non preferential tariff quota","Licensed","2019-04-13","2019-12-31","99","317000","KGM","3","N","90","","","","","",""
"092134","122 Non preferential tariff quota","Licensed","2019-04-13","2019-12-31","99","317000","KGM","3","N","90","","","","","",""
"092016","122 Non preferential tariff quota","Licensed","2019-04-13","2019-12-31","99","15000","KGM","3","N","90","","","","","",""
"092178","122 Non preferential tariff quota","Licensed","2019-04-13","2019-12-31","99","15000","KGM","3","N","90","","","","","",""
"092179","122 Non preferential tariff quota","Licensed","2019-04-13","2019-12-31","99","15000","KGM","3","N","90","","","","","",""
"090055","122 Non preferential tariff quota","Licensed","2019-04-13","2019-05-15","99","1000","KGM","3","N","90","","","","","",""
"090094","122 Non preferential tariff quota","Licensed","2019-05-15","2019-10-31","99","8000","KGM","3","N","90","","","","","",""
"090056","122 Non preferential tariff quota","Licensed","2019-04-13","2019-12-31","99","38000","KGM","3","N","90","","","","","",""
"090059","122 Non preferential tariff quota","Licensed","2019-11-01","2020-05-15","99","634000","KGM","3","N","90","","","","","",""
"090059","122 Non preferential tariff quota","Licensed","2019-04-13","2019-10-31","99","107000","KGM","3","N","90","","","","","",""
"090035","122 Non preferential tariff quota","Licensed","2019-04-13","2019-12-31","99","1660000","KGM","3","N","90","","","","","",""
"090708","122 Non preferential tariff quota","Licensed","2019-04-13","2019-12-31","99","1912315000","KGM","3","N","90","","","","","",""
"090126","122 Non preferential tariff quota","Licensed","2019-04-13","2019-12-31","99","594452000","KGM","3","N","90","","","","","",""
"090127","122 Non preferential tariff quota","Licensed","2019-04-13","2019-12-31","99","53461000","KGM","3","N","90","","","","","",""
"090128","122 Non preferential tariff quota","Licensed","2019-04-13","2019-12-31","99","15159000","KGM","3","N","90","","","","","",""
"090130","122 Non preferential tariff quota","Licensed","2019-04-13","2019-12-31","99","223000","KGM","3","N","90","","","","","",""
"090124","122 Non preferential tariff quota","Licensed","2019-04-13","2019-12-31","99","250289000","KGM","3","N","90","","","","","",""
"090131","122 Non preferential tariff quota","Licensed","2019-04-13","2019-12-31","99","11000","KGM","3","N","90","","","","","",""
"090041","122 Non preferential tariff quota","Licensed","2019-04-13","2019-12-31","99","2913000","KGM","3","N","90","","","","","",""
"090027","122 Non preferential tariff quota","Licensed","2019-04-13","2019-04-30","99","14000","KGM","3","N","90","","","","","",""
"090039","122 Non preferential tariff quota","Licensed","2019-04-13","2019-06-14","99","769000","KGM","3","N","90","","","","","",""
"090060","122 Non preferential tariff quota","Licensed","2019-07-21","2019-10-31","99","615000","KGM","3","N","90","","","","","",""
"090061","122 Non preferential tariff quota","Licensed","2019-04-13","2019-07-31","99","27000","KGM","3","N","90","","","","","",""
"090062","122 Non preferential tariff quota","Licensed","2019-08-01","2019-12-31","99","190000","KGM","3","N","90","","","","","",""
"090058","122 Non preferential tariff quota","Licensed","2019-08-01","2019-05-31","99","426000","KGM","3","N","90","","","","","",""
"090058","122 Non preferential tariff quota","Licensed","2019-04-13","2019-07-31","99","69000","KGM","3","N","90","","","","","",""
"090063","122 Non preferential tariff quota","Licensed","2019-06-01","2019-07-31","99","1113000","KGM","3","N","90","","","","","",""
"090040","122 Non preferential tariff quota","Licensed","2019-05-21","2019-07-15","99","695000","KGM","3","N","90","","","","","",""
"090083","122 Non preferential tariff quota","Licensed","2019-04-13","2019-12-31","99","2000","KGM","3","N","90","","","","","",""
"090071","122 Non preferential tariff quota","Licensed","2019-07-01","2020-06-30","99","412000","KGM","3","N","90","","","","","",""
"090071","122 Non preferential tariff quota","Licensed","2019-04-13","2019-06-30","99","89000","KGM","3","N","90","","","","","",""
"090043","122 Non preferential tariff quota","Licensed","2019-07-01","2020-06-30","99","9769000","KGM","3","N","90","","","","","",""
"090043","122 Non preferential tariff quota","Licensed","2019-04-13","2019-06-30","99","2114000","KGM","3","N","90","","","","","",""
"090132","122 Non preferential tariff quota","Licensed","2019-04-13","2019-12-31","99","1232000","KGM","3","N","90","","","","","",""
"090120","122 Non preferential tariff quota","Licensed","2019-07-01","2020-06-30","99","2838000","KGM","3","N","90","","","","","",""
"090120","122 Non preferential tariff quota","Licensed","2019-04-13","2019-06-30","99","614000","KGM","3","N","90","","","","","",""
"090053","122 Non preferential tariff quota","Licensed","2019-07-01","2020-06-30","99","44000","KGM","3","N","90","","","","","",""
"090053","122 Non preferential tariff quota","Licensed","2019-04-13","2019-06-30","99","9000","KGM","3","N","90","","","","","",""
"090085","122 Non preferential tariff quota","Licensed","2019-04-13","2019-12-31","99","19000","KGM","3","N","90","","","","","",""
"090086","122 Non preferential tariff quota","Licensed","2019-04-13","2019-12-31","99","25000","KGM","3","N","90","","","","","",""
"090092","122 Non preferential tariff quota","Licensed","2019-04-13","2019-12-31","99","13000","KGM","3","N","90","","","","","",""
"090093","122 Non preferential tariff quota","Licensed","2019-04-13","2019-12-31","99","438000","KGM","3","N","90","","","","","",""
"090088","122 Non preferential tariff quota","Licensed","2019-04-13","2019-12-31","99","158000","KGM","3","N","90","","","","","",""
"090096","122 Non preferential tariff quota","Licensed","2019-07-01","2020-06-30","99","719000","KGM","3","N","90","","","","","",""
"090096","122 Non preferential tariff quota","Licensed","2019-04-13","2019-06-30","99","156000","KGM","3","N","90","","","","","",""
"090097","122 Non preferential tariff quota","Licensed","2019-04-13","2019-12-31","99","25443","HLT","3","N","90","","","","","",""
"090095","122 Non preferential tariff quota","Licensed","2019-04-13","2019-12-31","99","3137","HLT","3","N","90","","","","","",""
"090098","122 Non preferential tariff quota","Licensed","2019-04-13","2019-12-31","99","2","HLT","3","N","90","","","","","",""
"090072","122 Non preferential tariff quota","Licensed","2019-04-13","2019-12-31","99","12200000","KGM","3","N","90","","","","","",""
"090073","122 Non preferential tariff quota","Licensed","2019-04-13","2019-12-31","99","39000","KGM","3","N","90","","","","","",""
"090070","122 Non preferential tariff quota","Licensed","2019-04-13","2019-12-31","99","22000","KGM","3","N","90","","","","","",""
"090089","122 Non preferential tariff quota","Licensed","2019-04-13","2019-12-31","99","480000","KGM","3","N","90","","","","","",""
"090008","122 Non preferential tariff quota","Licensed","2019-04-13","2019-12-31","99","21000","KGM","3","N","90","","","","","",""
"090006","122 Non preferential tariff quota","Licensed","2019-06-16","2021-02-14","99","2112000","KGM","3","N","90","","","","","",""
"090009","122 Non preferential tariff quota","Licensed","2019-04-13","2019-12-31","99","1000","KGM","3","N","90","","","","","",""
