Commodity,Suffix,Start,End,Description,Indents
53472,9000000000,80,1971-12-31 00:00:00,,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING, CHECKING, PRECISION, MEDICAL OR SURGICAL INSTRUMENTS AND APPARATUS; PARTS AND ACCESSORIES THEREOF"
53473,9001000000,80,1972-01-01 00:00:00,,"Optical fibres and optical fibre bundles; optical fibre cables other than those of heading|8544; sheets and plates of polarising material; lenses (including contact lenses), prisms, mirrors and other optical elements, of any material, unmounted, other than such elements of glass not optically worked"
53474,9001100000,80,1972-01-01 00:00:00,,"Optical fibres, optical fibre bundles and cables"
53478,9001109000,80,1972-01-01 00:00:00,,Other
53481,9001200000,80,1972-01-01 00:00:00,,Sheets and plates of polarising material
53487,9001400000,80,1972-01-01 00:00:00,,Spectacle lenses of glass
53494,9001404100,10,1991-01-01 00:00:00,,For the correction of vision
53495,9001404100,20,1991-01-01 00:00:00,,Both sides finished
53500,9001500000,80,1972-01-01 00:00:00,,Spectacle lenses of other materials
53507,9001504100,10,1991-01-01 00:00:00,,For the correction of vision
53508,9001504100,20,1991-01-01 00:00:00,,Both sides finished
53509,9001504100,80,1991-01-01 00:00:00,,Single focal
53510,9001504900,80,1991-01-01 00:00:00,,Other
53511,9001508000,80,1991-01-01 00:00:00,,Other
53513,9001900000,80,1972-01-01 00:00:00,,Other
53520,9002000000,80,1972-01-01 00:00:00,,"Lenses, prisms, mirrors and other optical elements, of any material, mounted, being parts of or fittings for instruments or apparatus, other than such elements of glass not optically worked"
53521,9002110000,10,1972-01-01 00:00:00,,Objective lenses
53522,9002110000,80,1972-01-01 00:00:00,,"For cameras, projectors or photographic enlargers or reducers"
53529,9002190000,80,1972-01-01 00:00:00,,Other
53530,9002200000,80,1972-01-01 00:00:00,,Filters
53533,9002900000,80,1972-01-01 00:00:00,,Other
53540,9003000000,80,1972-01-01 00:00:00,,"Frames and mountings for spectacles, goggles or the like, and parts thereof"
53541,9003110000,10,1972-01-01 00:00:00,,Frames and mountings
53542,9003110000,80,1972-01-01 00:00:00,,Of plastics
53543,9003190000,80,1972-01-01 00:00:00,,Of other materials
53547,9003900000,80,1972-01-01 00:00:00,,Parts
53548,9004000000,80,1972-01-01 00:00:00,,"Spectacles, goggles and the like, corrective, protective or other"
53549,9004100000,80,1972-01-01 00:00:00,,Sunglasses
53552,9004900000,80,1972-01-01 00:00:00,,Other
53553,9005000000,80,1972-01-01 00:00:00,,"Binoculars, monoculars, other optical telescopes, and mountings therefor; other astronomical instruments and mountings therefor, but not including instruments for radio-astronomy"
53559,9006000000,80,1972-01-01 00:00:00,,Photographic (other than cinematographic) cameras; photographic flashlight apparatus and flashbulbs other than discharge lamps of heading|8539
53564,9006510000,10,1972-01-01 00:00:00,,Other cameras
53567,9006530000,80,1972-01-01 00:00:00,,"Other, for roll film of a width of 35|mm"
53571,9006610000,10,1972-01-01 00:00:00,,Photographic flashlight apparatus and flashbulbs
53577,9006910000,10,1972-01-01 00:00:00,,Parts and accessories
53582,9007000000,80,1972-01-01 00:00:00,,"Cinematographic cameras and projectors, whether or not incorporating sound recording or reproducing apparatus"
53593,9007910000,10,1972-01-01 00:00:00,,Parts and accessories
53597,9007920000,80,1972-01-01 00:00:00,,For projectors
53600,9008000000,80,1972-01-01 00:00:00,,"Image projectors, other than cinematographic; photographic (other than cinematographic) enlargers and reducers"
53631,9010000000,80,1972-01-01 00:00:00,,"Apparatus and equipment for photographic (including cinematographic) laboratories, not specified or included elsewhere in this chapter; negatoscopes; projection screens"
53635,9010900000,80,1972-01-01 00:00:00,,Parts and accessories
53636,9011000000,80,1972-01-01 00:00:00,,"Compound optical microscopes, including those for photomicrography, cinephotomicrography or microprojection"
53637,9011100000,80,1972-01-01 00:00:00,,Stereoscopic microscopes
53638,9011200000,80,1972-01-01 00:00:00,,"Other microscopes, for photomicrography, cinephotomicrography or microprojection"
53640,9011900000,80,1972-01-01 00:00:00,,Parts and accessories
53641,9012000000,80,1972-01-01 00:00:00,,Microscopes other than optical microscopes; diffraction apparatus
53642,9012100000,80,1972-01-01 00:00:00,,Microscopes other than optical microscopes; diffraction apparatus
53643,9012900000,80,1972-01-01 00:00:00,,Parts and accessories
53644,9013000000,80,1972-01-01 00:00:00,,"Liquid crystal devices not constituting articles provided for more specifically in other headings; lasers, other than laser diodes; other optical appliances and instruments, not specified or included elsewhere in this chapter"
53645,9013100000,80,1972-01-01 00:00:00,,"Telescopic sights for fitting to arms; periscopes; telescopes designed to form parts of machines, appliances, instruments or apparatus of this chapter or Section|XVI"
53647,9013800000,80,1972-01-01 00:00:00,,"Other devices, appliances and instruments"
53662,9013809000,80,1992-01-01 00:00:00,,Other
53665,9013900000,80,1972-01-01 00:00:00,,Parts and accessories
53666,9014000000,80,1972-01-01 00:00:00,,Direction finding compasses; other navigational instruments and appliances
53667,9014100000,80,1972-01-01 00:00:00,,Direction finding compasses
53670,9014200000,80,1972-01-01 00:00:00,,Instruments and appliances for aeronautical or space navigation (other than compasses)
53681,9015000000,80,1972-01-01 00:00:00,,"Surveying (including photogrammetrical surveying), hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances, excluding compasses; rangefinders"
53682,9015100000,80,1972-01-01 00:00:00,,Rangefinders
53683,9015101000,80,1972-01-01 00:00:00,,Electronic
53686,9015109000,80,1972-01-01 00:00:00,,Other
53689,9015200000,80,1972-01-01 00:00:00,,Theodolites and tachymeters (tacheometers)
53692,9015300000,80,1972-01-01 00:00:00,,Levels
53695,9015400000,80,1972-01-01 00:00:00,,Photogrammetrical surveying instruments and appliances
53698,9015800000,80,1972-01-01 00:00:00,,Other instruments and appliances
