Commodity,Suffix,Start,End,Description,Indents
0100000000,80,0,0,LIVE ANIMALS
0101000000,80,0,0,"Live horses, asses, mules and hinnies"
0101210000,80,2,1,Pure-bred breeding animals
0101290000,80,2,0,Other
0101291000,80,3,1,For slaughter
0101299000,80,3,1,Other
0101300000,80,1,1,Asses
0101900000,80,1,1,Other
0102000000,80,0,0,Live bovine animals
0102210000,80,2,0,Pure-bred breeding animals
0102211000,80,3,1,Heifers (female bovines that have never calved)
0102213000,80,3,1,Cows
0102219000,80,3,1,Other
0102290000,80,2,0,Other
0102290500,80,3,1,Of the sub-genus Bibos or of the sub-genus Poephagus
0102291000,80,4,0,Of a weight not exceeding 80|kg
0102291010,80,5,1,"Young male bovine animals, intended for fattening"
0102291020,80,5,1,"Heifers of the grey, brown or yellow mountain breeds and spotted Pinzgau breed, other than for slaughter"
0102291030,80,5,1,"Heifers of the Schwyz and Fribourg breeds, other than for slaughter"
0102291040,80,5,1,"Heifers of the spotted Simmental breed, other than for slaughter"
0102291050,80,5,1,"Bulls of the Schwyz, Fribourg and spotted Simmental breeds, other than for slaughter"
0102291090,80,5,1,Other
0102292100,80,5,1,For slaughter
0102292900,80,5,0,Other
0102292910,80,6,1,"Young male bovine animals, intended for fattening"
0102292920,80,6,1,"Heifers of the grey, brown or yellow mountain breeds and spotted Pinzgau breed"
0102292930,80,6,1,Heifers of the Schwyz and Fribourg breeds
0102292940,80,6,1,Heifers of the spotted Simmental breed
0102292950,80,6,1,"Bulls of the Schwyz, Fribourg and spotted Simmental breeds"
0102292990,80,6,1,Other
0102294100,80,5,1,For slaughter
0102294900,80,5,0,Other
0102294910,80,6,1,"Young male bovine animals, intended for fattening"
0102294920,80,6,1,"Heifers and cows of the grey, brown or yellow mountain breeds and spotted Pinzgau breed"
0102294930,80,6,1,Heifers and cows of the Schwyz and Fribourg breeds
0102294940,80,6,1,Heifers and cows of the spotted Simmental breed
0102294950,80,6,1,"Bulls of the Schwyz, Fribourg and spotted Simmental breeds"
0102294990,80,6,1,Other
0102295100,80,6,0,For slaughter
0102295110,80,7,1,"Not yet having any permanent teeth, of a weight of not less than 320|kg but not more than 470|kg"
0102295190,80,7,1,Other
0102295900,80,6,0,Other
0102295911,80,8,1,"Not yet having any permanent teeth, of a weight of not less than 320|kg but not more than 470|kg"
0102295919,80,8,1,Other
0102295921,80,8,1,"Not yet having any permanent teeth, of a weight of not less than 320|kg but not more than 470|kg"
0102295929,80,8,1,Other
0102295931,80,8,1,"Not yet having any permanent teeth, of a weight of not less than 320|kg but not more than 470|kg"
0102295939,80,8,1,Other
0102295991,80,8,1,"Not yet having any permanent teeth, of a weight of not less than 320|kg but not more than 470|kg"
0102295999,80,8,1,Other
0102296100,80,6,1,For slaughter
0102296900,80,6,0,Other
0102296910,80,7,1,"Heifers of the grey, brown or yellow mountain breeds and spotted Pinzgau breed"
