SID,Measure type,Commodity,Additional code,Geography,Valid dates,Order number,Measure components,Conditions,Footnotes
3496568,[566] Anti-dumping/countervailing statistic,0301919011,,20/07/2016,,,,
3496569,[566] Anti-dumping/countervailing statistic,0302118011,,20/07/2016,,,,
3496572,[566] Anti-dumping/countervailing statistic,0303149011,,20/07/2016,,,,
3496575,[566] Anti-dumping/countervailing statistic,0304429010,,20/07/2016,,,,
3496578,[566] Anti-dumping/countervailing statistic,0304829010,,20/07/2016,,,,
3496581,[566] Anti-dumping/countervailing statistic,0305430011,,20/07/2016,,,,
3496582,[566] Anti-dumping/countervailing statistic,1516209829,,20/07/2016,,,,
3496583,[566] Anti-dumping/countervailing statistic,1516209830,,20/07/2016,,,,
3496584,[566] Anti-dumping/countervailing statistic,1518009129,,20/07/2016,,,,
3496585,[566] Anti-dumping/countervailing statistic,1518009130,,20/07/2016,,,,
3496586,[566] Anti-dumping/countervailing statistic,1518009510,,20/07/2016,,,,
3496587,[566] Anti-dumping/countervailing statistic,1518009929,,20/07/2016,,,,
3496588,[566] Anti-dumping/countervailing statistic,1518009930,,20/07/2016,,,,
3497069,[566] Anti-dumping/countervailing statistic,2001903010,,20/07/2016,,,,
3497070,[566] Anti-dumping/countervailing statistic,2005800010,,20/07/2016,,,,
3496589,[566] Anti-dumping/countervailing statistic,2008305500,,20/07/2016,,,,
3496590,[566] Anti-dumping/countervailing statistic,2008307500,,20/07/2016,,,,
3496591,[566] Anti-dumping/countervailing statistic,2008309061,,20/07/2016,,,,
3496592,[566] Anti-dumping/countervailing statistic,2008309063,,20/07/2016,,,,
3496593,[566] Anti-dumping/countervailing statistic,2008309065,,20/07/2016,,,,
3496594,[566] Anti-dumping/countervailing statistic,2008309067,,20/07/2016,,,,
3496595,[566] Anti-dumping/countervailing statistic,2008309069,,20/07/2016,,,,
3496596,[566] Anti-dumping/countervailing statistic,2207100012,,20/07/2016,,,,
3496597,[566] Anti-dumping/countervailing statistic,2207200012,,20/07/2016,,,,
3496598,[566] Anti-dumping/countervailing statistic,2208909912,,20/07/2016,,,,
3496599,[566] Anti-dumping/countervailing statistic,2710122111,,20/07/2016,,,,
3496600,[566] Anti-dumping/countervailing statistic,2710122592,,20/07/2016,,,,
3496601,[566] Anti-dumping/countervailing statistic,2710123111,,20/07/2016,,,,
3496602,[566] Anti-dumping/countervailing statistic,2710124111,,20/07/2016,,,,
3496603,[566] Anti-dumping/countervailing statistic,2710124511,,20/07/2016,,,,
3496604,[566] Anti-dumping/countervailing statistic,2710124911,,20/07/2016,,,,
3496605,[566] Anti-dumping/countervailing statistic,2710125111,,20/07/2016 - 31/12/2018,,,,
3496606,[566] Anti-dumping/countervailing statistic,2710125911,,20/07/2016 - 31/12/2018,,,,
3496607,[566] Anti-dumping/countervailing statistic,2710127011,,20/07/2016,,,,
3496608,[566] Anti-dumping/countervailing statistic,2710129011,,20/07/2016,,,,
3496609,[566] Anti-dumping/countervailing statistic,2710194329,,20/07/2016,,,,
3496610,[566] Anti-dumping/countervailing statistic,2710194330,,20/07/2016,,,,
3496611,[566] Anti-dumping/countervailing statistic,2710194629,,20/07/2016,,,,
3496612,[566] Anti-dumping/countervailing statistic,2710194630,,20/07/2016,,,,
3496613,[566] Anti-dumping/countervailing statistic,2710194729,,20/07/2016,,,,
3496614,[566] Anti-dumping/countervailing statistic,2710194730,,20/07/2016,,,,
3496615,[566] Anti-dumping/countervailing statistic,2710201129,,20/07/2016,,,,
3496616,[566] Anti-dumping/countervailing statistic,2710201130,,20/07/2016,,,,
3496617,[566] Anti-dumping/countervailing statistic,2710201529,,20/07/2016,,,,
3496618,[566] Anti-dumping/countervailing statistic,2710201530,,20/07/2016,,,,
3496619,[566] Anti-dumping/countervailing statistic,2710201729,,20/07/2016,,,,
3496620,[566] Anti-dumping/countervailing statistic,2710201730,,20/07/2016,,,,
3496621,[566] Anti-dumping/countervailing statistic,2710209000,,20/07/2016,,,,
3646555,[566] Anti-dumping/countervailing statistic,2804690090,,23/08/2018,,,,
3497072,[566] Anti-dumping/countervailing statistic,2820100010,,20/07/2016,,,,
3496622,[566] Anti-dumping/countervailing statistic,2833400000,,20/07/2016,,,,
3497073,[566] Anti-dumping/countervailing statistic,2836600010,,20/07/2016,,,,
3496623,[566] Anti-dumping/countervailing statistic,2842908020,,20/07/2016,,,,
3497074,[566] Anti-dumping/countervailing statistic,2849903000,,20/07/2016,,,,
3496627,[566] Anti-dumping/countervailing statistic,2917110091,,20/07/2016,,,,
3497075,[566] Anti-dumping/countervailing statistic,2918120090,,20/07/2016,,,,
3496628,[566] Anti-dumping/countervailing statistic,2918140090,,20/07/2016,,,,
3496629,[566] Anti-dumping/countervailing statistic,2918150019,,20/07/2016,,,,
3496630,[566] Anti-dumping/countervailing statistic,2918160010,,20/07/2016,,,,
3496631,[566] Anti-dumping/countervailing statistic,2921420060,,20/07/2016,,,,
3497060,[566] Anti-dumping/countervailing statistic,2922420010,,20/07/2016,,,,
3513232,[566] Anti-dumping/countervailing statistic,2924297005,,01/01/2017,,,,
3497076,[566] Anti-dumping/countervailing statistic,2929900010,,20/07/2016,,,,
3496633,[566] Anti-dumping/countervailing statistic,2933610000,,20/07/2016,,,,
3496634,[566] Anti-dumping/countervailing statistic,2933698070,,20/07/2016,,,,
3496635,[566] Anti-dumping/countervailing statistic,2934999021,,20/07/2016,,,,
3496637,[566] Anti-dumping/countervailing statistic,3102290010,,20/07/2016,,,,
3496638,[566] Anti-dumping/countervailing statistic,3102309000,,20/07/2016,,,,
3496639,[566] Anti-dumping/countervailing statistic,3102409000,,20/07/2016,,,,
3496640,[566] Anti-dumping/countervailing statistic,3102600010,,20/07/2016,,,,
3646126,[566] Anti-dumping/countervailing statistic,3102800000,,13/08/2018,,,,
3496641,[566] Anti-dumping/countervailing statistic,3102900010,,20/07/2016,,,,
3496642,[566] Anti-dumping/countervailing statistic,3105100010,,20/07/2016,,,,
