SID,Measure type,Commodity,Additional code,Geography,Valid dates,Order number,Measure components,Conditions,Footnotes
3473818,[475] Restriction on entry into free circulation,0801210000,,02/02/2016,,,"Condition [E1] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Document [C] Action [26] Import allowed : ||Condition [E2] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [26] Import allowed : Requirement - 20.00 Kilogram||Condition [E3] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [06] Import is not allowed :","CD599: (Conditions) The release for free circulation of consignments shall be subject to the presentation by the food business operator or their representative to the custom authorities of a common entry document or its electronic equivalent duly completed by the competent authority once all official controls have been carried out and favourable results from physical checks, where such checks are required, are known (Commission Implementing Regulation (EU) No 884/2014)."
3473888,[475] Restriction on entry into free circulation,0802210000,,02/02/2016,,,"Condition [E1] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Document [C] Action [26] Import allowed : ||Condition [E2] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [26] Import allowed : Requirement - 20.00 Kilogram||Condition [E3] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [06] Import is not allowed :","CD599: (Conditions) The release for free circulation of consignments shall be subject to the presentation by the food business operator or their representative to the custom authorities of a common entry document or its electronic equivalent duly completed by the competent authority once all official controls have been carried out and favourable results from physical checks, where such checks are required, are known (Commission Implementing Regulation (EU) No 884/2014)."
3473889,[475] Restriction on entry into free circulation,0802220000,,02/02/2016,,,"Condition [E1] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Document [C] Action [26] Import allowed : ||Condition [E2] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [26] Import allowed : Requirement - 20.00 Kilogram||Condition [E3] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [06] Import is not allowed :","CD599: (Conditions) The release for free circulation of consignments shall be subject to the presentation by the food business operator or their representative to the custom authorities of a common entry document or its electronic equivalent duly completed by the competent authority once all official controls have been carried out and favourable results from physical checks, where such checks are required, are known (Commission Implementing Regulation (EU) No 884/2014)."
3473890,[475] Restriction on entry into free circulation,0802510000,,02/02/2016,,,"Condition [E1] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Document [C] Action [26] Import allowed : ||Condition [E2] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [26] Import allowed : Requirement - 20.00 Kilogram||Condition [E3] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [06] Import is not allowed :","CD599: (Conditions) The release for free circulation of consignments shall be subject to the presentation by the food business operator or their representative to the custom authorities of a common entry document or its electronic equivalent duly completed by the competent authority once all official controls have been carried out and favourable results from physical checks, where such checks are required, are known (Commission Implementing Regulation (EU) No 884/2014)."
3473851,[475] Restriction on entry into free circulation,0802510000,,02/02/2016,,,"Condition [E1] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Document [C] Action [26] Import allowed : ||Condition [E2] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [26] Import allowed : Requirement - 20.00 Kilogram||Condition [E3] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [06] Import is not allowed :","CD599: (Conditions) The release for free circulation of consignments shall be subject to the presentation by the food business operator or their representative to the custom authorities of a common entry document or its electronic equivalent duly completed by the competent authority once all official controls have been carried out and favourable results from physical checks, where such checks are required, are known (Commission Implementing Regulation (EU) No 884/2014)."
3473891,[475] Restriction on entry into free circulation,0802520000,,02/02/2016,,,"Condition [E1] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Document [C] Action [26] Import allowed : ||Condition [E2] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [26] Import allowed : Requirement - 20.00 Kilogram||Condition [E3] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [06] Import is not allowed :","CD599: (Conditions) The release for free circulation of consignments shall be subject to the presentation by the food business operator or their representative to the custom authorities of a common entry document or its electronic equivalent duly completed by the competent authority once all official controls have been carried out and favourable results from physical checks, where such checks are required, are known (Commission Implementing Regulation (EU) No 884/2014)."
3473852,[475] Restriction on entry into free circulation,0802520000,,02/02/2016,,,"Condition [E1] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Document [C] Action [26] Import allowed : ||Condition [E2] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [26] Import allowed : Requirement - 20.00 Kilogram||Condition [E3] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [06] Import is not allowed :","CD599: (Conditions) The release for free circulation of consignments shall be subject to the presentation by the food business operator or their representative to the custom authorities of a common entry document or its electronic equivalent duly completed by the competent authority once all official controls have been carried out and favourable results from physical checks, where such checks are required, are known (Commission Implementing Regulation (EU) No 884/2014)."
3473892,[475] Restriction on entry into free circulation,0804209000,,02/02/2016,,,"Condition [E1] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Document [C] Action [26] Import allowed : ||Condition [E2] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [26] Import allowed : Requirement - 20.00 Kilogram||Condition [E3] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [06] Import is not allowed :","CD599: (Conditions) The release for free circulation of consignments shall be subject to the presentation by the food business operator or their representative to the custom authorities of a common entry document or its electronic equivalent duly completed by the competent authority once all official controls have been carried out and favourable results from physical checks, where such checks are required, are known (Commission Implementing Regulation (EU) No 884/2014)."
3473819,[475] Restriction on entry into free circulation,0813503120,,02/02/2016,,,"Condition [E1] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Document [C] Action [26] Import allowed : ||Condition [E2] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [26] Import allowed : Requirement - 20.00 Kilogram||Condition [E3] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [06] Import is not allowed :","CD599: (Conditions) The release for free circulation of consignments shall be subject to the presentation by the food business operator or their representative to the custom authorities of a common entry document or its electronic equivalent duly completed by the competent authority once all official controls have been carried out and favourable results from physical checks, where such checks are required, are known (Commission Implementing Regulation (EU) No 884/2014)."
3473820,[475] Restriction on entry into free circulation,0813503920,,02/02/2016,,,"Condition [E1] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Document [C] Action [26] Import allowed : ||Condition [E2] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [26] Import allowed : Requirement - 20.00 Kilogram||Condition [E3] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [06] Import is not allowed :","CD599: (Conditions) The release for free circulation of consignments shall be subject to the presentation by the food business operator or their representative to the custom authorities of a common entry document or its electronic equivalent duly completed by the competent authority once all official controls have been carried out and favourable results from physical checks, where such checks are required, are known (Commission Implementing Regulation (EU) No 884/2014)."
3473893,[475] Restriction on entry into free circulation,0813503960,,02/02/2016,,,"Condition [E1] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Document [C] Action [26] Import allowed : ||Condition [E2] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [26] Import allowed : Requirement - 20.00 Kilogram||Condition [E3] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [06] Import is not allowed :","CD599: (Conditions) The release for free circulation of consignments shall be subject to the presentation by the food business operator or their representative to the custom authorities of a common entry document or its electronic equivalent duly completed by the competent authority once all official controls have been carried out and favourable results from physical checks, where such checks are required, are known (Commission Implementing Regulation (EU) No 884/2014)."
3473853,[475] Restriction on entry into free circulation,0813503960,,02/02/2016,,,"Condition [E1] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Document [C] Action [26] Import allowed : ||Condition [E2] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [26] Import allowed : Requirement - 20.00 Kilogram||Condition [E3] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [06] Import is not allowed :","CD599: (Conditions) The release for free circulation of consignments shall be subject to the presentation by the food business operator or their representative to the custom authorities of a common entry document or its electronic equivalent duly completed by the competent authority once all official controls have been carried out and favourable results from physical checks, where such checks are required, are known (Commission Implementing Regulation (EU) No 884/2014)."
3473894,[475] Restriction on entry into free circulation,0813503970,,02/02/2016,,,"Condition [E1] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Document [C] Action [26] Import allowed : ||Condition [E2] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [26] Import allowed : Requirement - 20.00 Kilogram||Condition [E3] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [06] Import is not allowed :","CD599: (Conditions) The release for free circulation of consignments shall be subject to the presentation by the food business operator or their representative to the custom authorities of a common entry document or its electronic equivalent duly completed by the competent authority once all official controls have been carried out and favourable results from physical checks, where such checks are required, are known (Commission Implementing Regulation (EU) No 884/2014)."
3473821,[475] Restriction on entry into free circulation,0813509120,,02/02/2016,,,"Condition [E1] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Document [C] Action [26] Import allowed : ||Condition [E2] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [26] Import allowed : Requirement - 20.00 Kilogram||Condition [E3] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [06] Import is not allowed :","CD599: (Conditions) The release for free circulation of consignments shall be subject to the presentation by the food business operator or their representative to the custom authorities of a common entry document or its electronic equivalent duly completed by the competent authority once all official controls have been carried out and favourable results from physical checks, where such checks are required, are known (Commission Implementing Regulation (EU) No 884/2014)."
