SID,Measure type,Commodity,Additional code,Geography,Valid dates,Order number,Measure components,Conditions,Footnotes
3612637,[122] Non preferential tariff quota,2811220040,,01/01/2018 - 31/12/2018,,[01] 0.00%,,"TM862: (Taric Measure) The tariff quota does not apply to any mixtures, preparations or products made up of different components containing products which are listed in the Annex to Council Regulation (EU) No 1388/2013."
3612639,[122] Non preferential tariff quota,2825904030,,01/01/2018 - 31/12/2018,,[01] 0.00%,,"TM862: (Taric Measure) The tariff quota does not apply to any mixtures, preparations or products made up of different components containing products which are listed in the Annex to Council Regulation (EU) No 1388/2013."
3612641,[122] Non preferential tariff quota,2903793020,,01/01/2018 - 31/12/2018,,[01] 0.00%,,"TM862: (Taric Measure) The tariff quota does not apply to any mixtures, preparations or products made up of different components containing products which are listed in the Annex to Council Regulation (EU) No 1388/2013."
3612642,[122] Non preferential tariff quota,2903998030,,01/01/2018 - 31/12/2018,,[01] 0.00%,,"TM862: (Taric Measure) The tariff quota does not apply to any mixtures, preparations or products made up of different components containing products which are listed in the Annex to Council Regulation (EU) No 1388/2013."
3612643,[122] Non preferential tariff quota,2905120010,,01/01/2018 - 31/12/2018,,[01] 0.00%,,"TM862: (Taric Measure) The tariff quota does not apply to any mixtures, preparations or products made up of different components containing products which are listed in the Annex to Council Regulation (EU) No 1388/2013."
3612644,[122] Non preferential tariff quota,2906190040,,01/01/2018 - 31/12/2018,,[01] 0.00%,,"TM862: (Taric Measure) The tariff quota does not apply to any mixtures, preparations or products made up of different components containing products which are listed in the Annex to Council Regulation (EU) No 1388/2013."
3612645,[122] Non preferential tariff quota,2907120010,,01/01/2018 - 31/12/2018,,[01] 0.00%,,"TM862: (Taric Measure) The tariff quota does not apply to any mixtures, preparations or products made up of different components containing products which are listed in the Annex to Council Regulation (EU) No 1388/2013."
3612647,[122] Non preferential tariff quota,2912420000,,01/01/2018 - 31/12/2018,,[01] 0.00%,,"TM862: (Taric Measure) The tariff quota does not apply to any mixtures, preparations or products made up of different components containing products which are listed in the Annex to Council Regulation (EU) No 1388/2013."
3612648,[122] Non preferential tariff quota,2914290060,,01/01/2018 - 31/12/2018,,[01] 0.00%,,"TM862: (Taric Measure) The tariff quota does not apply to any mixtures, preparations or products made up of different components containing products which are listed in the Annex to Council Regulation (EU) No 1388/2013."
3612651,[122] Non preferential tariff quota,2915210010,,01/01/2018 - 31/12/2018,,[01] 0.00%,,"TM862: (Taric Measure) The tariff quota does not apply to any mixtures, preparations or products made up of different components containing products which are listed in the Annex to Council Regulation (EU) No 1388/2013."
3612652,[122] Non preferential tariff quota,2915240000,,01/01/2018 - 31/12/2018,,[01] 0.00%,,"TM862: (Taric Measure) The tariff quota does not apply to any mixtures, preparations or products made up of different components containing products which are listed in the Annex to Council Regulation (EU) No 1388/2013."
3612653,[122] Non preferential tariff quota,2915320000,,01/01/2018 - 31/12/2018,,[01] 0.00%,,"TM862: (Taric Measure) The tariff quota does not apply to any mixtures, preparations or products made up of different components containing products which are listed in the Annex to Council Regulation (EU) No 1388/2013."
3612654,[122] Non preferential tariff quota,2916199530,,01/01/2018 - 31/12/2018,,[01] 0.00%,,"TM862: (Taric Measure) The tariff quota does not apply to any mixtures, preparations or products made up of different components containing products which are listed in the Annex to Council Regulation (EU) No 1388/2013."
