SID,Measure type,Commodity,Additional code,Geography,Valid dates,Order number,Measure components,Conditions,Footnotes
3112623,[122] Non preferential tariff quota,1701000000,,01/10/2009,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [U] Action [27] Apply the mentioned duty : ||Condition [C2] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [Q3] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [B4] Presentation of a certificate/licence/document : Action [07] Measure not applicable : ||Condition [C5] Presentation of a certificate/licence/document : Action [07] Measure not applicable : ||Condition [Q6] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,CD478: (Conditions) Eligibility to benefit from this tariff quota is subject to the production of a certificate of origin meeting the conditions laid down in Article 57 of Commission Implementing Regulation (EU) 2015/2447 and of an import licence obtained in accordance with the conditions laid down in Regulation (EC) No 891/2009 (OJ L 254).
3250725,[123] Non preferential tariff quota under end-use,1701131000,,01/04/2012,,"[01] + 98.00 EUR / Tonne | [04] + 1.37 EUR + % or amount / Decatonne, corrected according to polarisation",Condition [H1] Presentation of a certificate/licence/document : Document [N] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Document [U] Action [27] Apply the mentioned duty : ||Condition [C3] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [Q4] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [B5] Presentation of a certificate/licence/document : Action [07] Measure not applicable : ||Condition [H6] Presentation of a certificate/licence/document : Action [08] Declared subheading not allowed : ||Condition [Q7] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable : ||Condition [C8] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD478: (Conditions) Eligibility to benefit from this tariff quota is subject to the production of a certificate of origin meeting the conditions laid down in Article 57 of Commission Implementing Regulation (EU) 2015/2447 and of an import licence obtained in accordance with the conditions laid down in Regulation (EC) No 891/2009 (OJ L 254). | EU001: (End use) The relief from or reduction of customs duties shall be subject to the conditions laid down in the relevant provisions of the European Union with a view to customs control of the use of such goods (see Article 254 of Regulation (EU) No 952/2013 of the European Parliament and of the Council (OJ L 269, 10. 10. 2013, p. 1)). | TM696: (Taric Measure) Where the polarimetric reading of the imported raw sugar departs from 96 degrees, the rate of 11 Euros/98 Euros per tonne shall be increased or reduced, as appropriate, by 0.14|% per tenth of a degree of difference established."
3250727,[123] Non preferential tariff quota under end-use,1701131000,,01/04/2012,,"[01] + 98.00 EUR / Tonne | [04] + 1.37 EUR + % or amount / Decatonne, corrected according to polarisation",Condition [H1] Presentation of a certificate/licence/document : Document [N] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Document [U] Action [27] Apply the mentioned duty : ||Condition [C3] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [Q4] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [H5] Presentation of a certificate/licence/document : Action [08] Declared subheading not allowed : ||Condition [C6] Presentation of a certificate/licence/document : Action [07] Measure not applicable : ||Condition [Q7] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable : ||Condition [B8] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD478: (Conditions) Eligibility to benefit from this tariff quota is subject to the production of a certificate of origin meeting the conditions laid down in Article 57 of Commission Implementing Regulation (EU) 2015/2447 and of an import licence obtained in accordance with the conditions laid down in Regulation (EC) No 891/2009 (OJ L 254). | EU001: (End use) The relief from or reduction of customs duties shall be subject to the conditions laid down in the relevant provisions of the European Union with a view to customs control of the use of such goods (see Article 254 of Regulation (EU) No 952/2013 of the European Parliament and of the Council (OJ L 269, 10. 10. 2013, p. 1)). | TM696: (Taric Measure) Where the polarimetric reading of the imported raw sugar departs from 96 degrees, the rate of 11 Euros/98 Euros per tonne shall be increased or reduced, as appropriate, by 0.14|% per tenth of a degree of difference established."
3250726,[123] Non preferential tariff quota under end-use,1701131000,,01/04/2012,,"[01] + 98.00 EUR / Tonne | [04] + 1.37 EUR + % or amount / Decatonne, corrected according to polarisation",Condition [B1] Presentation of a certificate/licence/document : Document [U] Action [27] Apply the mentioned duty : ||Condition [H2] Presentation of a certificate/licence/document : Document [N] Action [27] Apply the mentioned duty : ||Condition [C3] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [Q4] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [Q5] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable : ||Condition [B6] Presentation of a certificate/licence/document : Action [07] Measure not applicable : ||Condition [C7] Presentation of a certificate/licence/document : Action [07] Measure not applicable : ||Condition [H8] Presentation of a certificate/licence/document : Action [08] Declared subheading not allowed :,"CD478: (Conditions) Eligibility to benefit from this tariff quota is subject to the production of a certificate of origin meeting the conditions laid down in Article 57 of Commission Implementing Regulation (EU) 2015/2447 and of an import licence obtained in accordance with the conditions laid down in Regulation (EC) No 891/2009 (OJ L 254). | EU001: (End use) The relief from or reduction of customs duties shall be subject to the conditions laid down in the relevant provisions of the European Union with a view to customs control of the use of such goods (see Article 254 of Regulation (EU) No 952/2013 of the European Parliament and of the Council (OJ L 269, 10. 10. 2013, p. 1)). | TM696: (Taric Measure) Where the polarimetric reading of the imported raw sugar departs from 96 degrees, the rate of 11 Euros/98 Euros per tonne shall be increased or reduced, as appropriate, by 0.14|% per tenth of a degree of difference established."
3250724,[123] Non preferential tariff quota under end-use,1701131000,,01/04/2012,,"[01] + 98.00 EUR / Tonne | [04] + 1.37 EUR + % or amount / Decatonne, corrected according to polarisation",Condition [B1] Presentation of a certificate/licence/document : Document [N] Action [27] Apply the mentioned duty : ||Condition [C2] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [Q3] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [B4] Presentation of a certificate/licence/document : Action [08] Declared subheading not allowed : ||Condition [C5] Presentation of a certificate/licence/document : Action [07] Measure not applicable : ||Condition [Q6] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,"CD479: (Conditions) Eligibility to benefit from this tariff quota is subject to the production of an import licence in accordance with the conditions laid down in Regulation (EC) No 891/2009 (OJ L 254). | EU001: (End use) The relief from or reduction of customs duties shall be subject to the conditions laid down in the relevant provisions of the European Union with a view to customs control of the use of such goods (see Article 254 of Regulation (EU) No 952/2013 of the European Parliament and of the Council (OJ L 269, 10. 10. 2013, p. 1)). | TM696: (Taric Measure) Where the polarimetric reading of the imported raw sugar departs from 96 degrees, the rate of 11 Euros/98 Euros per tonne shall be increased or reduced, as appropriate, by 0.14|% per tenth of a degree of difference established."
3250758,[123] Non preferential tariff quota under end-use,1701141000,,01/04/2012,,"[01] + 98.00 EUR / Tonne | [04] + 1.37 EUR + % or amount / Decatonne, corrected according to polarisation",Condition [B1] Presentation of a certificate/licence/document : Document [U] Action [27] Apply the mentioned duty : ||Condition [C2] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [H3] Presentation of a certificate/licence/document : Document [N] Action [27] Apply the mentioned duty : ||Condition [Q4] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [Q5] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable : ||Condition [B6] Presentation of a certificate/licence/document : Action [07] Measure not applicable : ||Condition [H7] Presentation of a certificate/licence/document : Action [08] Declared subheading not allowed : ||Condition [C8] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD478: (Conditions) Eligibility to benefit from this tariff quota is subject to the production of a certificate of origin meeting the conditions laid down in Article 57 of Commission Implementing Regulation (EU) 2015/2447 and of an import licence obtained in accordance with the conditions laid down in Regulation (EC) No 891/2009 (OJ L 254). | EU001: (End use) The relief from or reduction of customs duties shall be subject to the conditions laid down in the relevant provisions of the European Union with a view to customs control of the use of such goods (see Article 254 of Regulation (EU) No 952/2013 of the European Parliament and of the Council (OJ L 269, 10. 10. 2013, p. 1)). | TM696: (Taric Measure) Where the polarimetric reading of the imported raw sugar departs from 96 degrees, the rate of 11 Euros/98 Euros per tonne shall be increased or reduced, as appropriate, by 0.14|% per tenth of a degree of difference established."
3250757,[123] Non preferential tariff quota under end-use,1701141000,,01/04/2012,,"[01] + 98.00 EUR / Tonne | [04] + 1.37 EUR + % or amount / Decatonne, corrected according to polarisation",Condition [B1] Presentation of a certificate/licence/document : Document [U] Action [27] Apply the mentioned duty : ||Condition [C2] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [H3] Presentation of a certificate/licence/document : Document [N] Action [27] Apply the mentioned duty : ||Condition [Q4] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [Q5] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable : ||Condition [B6] Presentation of a certificate/licence/document : Action [07] Measure not applicable : ||Condition [H7] Presentation of a certificate/licence/document : Action [08] Declared subheading not allowed : ||Condition [C8] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD478: (Conditions) Eligibility to benefit from this tariff quota is subject to the production of a certificate of origin meeting the conditions laid down in Article 57 of Commission Implementing Regulation (EU) 2015/2447 and of an import licence obtained in accordance with the conditions laid down in Regulation (EC) No 891/2009 (OJ L 254). | EU001: (End use) The relief from or reduction of customs duties shall be subject to the conditions laid down in the relevant provisions of the European Union with a view to customs control of the use of such goods (see Article 254 of Regulation (EU) No 952/2013 of the European Parliament and of the Council (OJ L 269, 10. 10. 2013, p. 1)). | TM696: (Taric Measure) Where the polarimetric reading of the imported raw sugar departs from 96 degrees, the rate of 11 Euros/98 Euros per tonne shall be increased or reduced, as appropriate, by 0.14|% per tenth of a degree of difference established."
3250728,[123] Non preferential tariff quota under end-use,1701141000,,01/04/2012,,"[01] + 98.00 EUR / Tonne | [04] + 1.37 EUR + % or amount / Decatonne, corrected according to polarisation",Condition [B1] Presentation of a certificate/licence/document : Document [N] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [C3] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [B4] Presentation of a certificate/licence/document : Action [08] Declared subheading not allowed : ||Condition [C5] Presentation of a certificate/licence/document : Action [07] Measure not applicable : ||Condition [Q6] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,"CD479: (Conditions) Eligibility to benefit from this tariff quota is subject to the production of an import licence in accordance with the conditions laid down in Regulation (EC) No 891/2009 (OJ L 254). | EU001: (End use) The relief from or reduction of customs duties shall be subject to the conditions laid down in the relevant provisions of the European Union with a view to customs control of the use of such goods (see Article 254 of Regulation (EU) No 952/2013 of the European Parliament and of the Council (OJ L 269, 10. 10. 2013, p. 1)). | TM696: (Taric Measure) Where the polarimetric reading of the imported raw sugar departs from 96 degrees, the rate of 11 Euros/98 Euros per tonne shall be increased or reduced, as appropriate, by 0.14|% per tenth of a degree of difference established."
3250756,[123] Non preferential tariff quota under end-use,1701141000,,01/04/2012,,"[01] + 98.00 EUR / Tonne | [04] + 1.37 EUR + % or amount / Decatonne, corrected according to polarisation",Condition [B1] Presentation of a certificate/licence/document : Document [U] Action [27] Apply the mentioned duty : ||Condition [H2] Presentation of a certificate/licence/document : Document [N] Action [27] Apply the mentioned duty : ||Condition [C3] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [Q4] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [H5] Presentation of a certificate/licence/document : Action [08] Declared subheading not allowed : ||Condition [B6] Presentation of a certificate/licence/document : Action [07] Measure not applicable : ||Condition [C7] Presentation of a certificate/licence/document : Action [07] Measure not applicable : ||Condition [Q8] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,"CD478: (Conditions) Eligibility to benefit from this tariff quota is subject to the production of a certificate of origin meeting the conditions laid down in Article 57 of Commission Implementing Regulation (EU) 2015/2447 and of an import licence obtained in accordance with the conditions laid down in Regulation (EC) No 891/2009 (OJ L 254). | EU001: (End use) The relief from or reduction of customs duties shall be subject to the conditions laid down in the relevant provisions of the European Union with a view to customs control of the use of such goods (see Article 254 of Regulation (EU) No 952/2013 of the European Parliament and of the Council (OJ L 269, 10. 10. 2013, p. 1)). | TM696: (Taric Measure) Where the polarimetric reading of the imported raw sugar departs from 96 degrees, the rate of 11 Euros/98 Euros per tonne shall be increased or reduced, as appropriate, by 0.14|% per tenth of a degree of difference established."
3112597,[143] Preferential tariff quota,1701000000,,01/10/2009,,[01] 0.00%,Condition [Q1] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [C2] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [C3] Presentation of a certificate/licence/document : Action [07] Measure not applicable : ||Condition [Q4] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,CD479: (Conditions) Eligibility to benefit from this tariff quota is subject to the production of an import licence in accordance with the conditions laid down in Regulation (EC) No 891/2009 (OJ L 254).
3112508,[143] Preferential tariff quota,1701000000,,01/10/2009,,[01] 0.00%,Condition [C1] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [Q3] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable : ||Condition [C4] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,CD479: (Conditions) Eligibility to benefit from this tariff quota is subject to the production of an import licence in accordance with the conditions laid down in Regulation (EC) No 891/2009 (OJ L 254).
3112512,[143] Preferential tariff quota,1701000000,,01/10/2009,,[01] 0.00%,Condition [C1] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [Q3] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable : ||Condition [C4] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,CD479: (Conditions) Eligibility to benefit from this tariff quota is subject to the production of an import licence in accordance with the conditions laid down in Regulation (EC) No 891/2009 (OJ L 254).
3112571,[143] Preferential tariff quota,1701000000,,01/10/2009,,[01] 0.00%,Condition [C1] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [C3] Presentation of a certificate/licence/document : Action [07] Measure not applicable : ||Condition [Q4] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,CD479: (Conditions) Eligibility to benefit from this tariff quota is subject to the production of an import licence in accordance with the conditions laid down in Regulation (EC) No 891/2009 (OJ L 254).
3112582,[143] Preferential tariff quota,1701000000,,01/10/2009,,[01] 0.00%,Condition [C1] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [C3] Presentation of a certificate/licence/document : Action [07] Measure not applicable : ||Condition [Q4] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,CD479: (Conditions) Eligibility to benefit from this tariff quota is subject to the production of an import licence in accordance with the conditions laid down in Regulation (EC) No 891/2009 (OJ L 254).
3112572,[143] Preferential tariff quota,1702000000,,01/10/2009,,[01] 0.00%,Condition [C1] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [C3] Presentation of a certificate/licence/document : Action [07] Measure not applicable : ||Condition [Q4] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,CD479: (Conditions) Eligibility to benefit from this tariff quota is subject to the production of an import licence in accordance with the conditions laid down in Regulation (EC) No 891/2009 (OJ L 254).
3112511,[143] Preferential tariff quota,1702000000,,01/10/2009,,[01] 0.00%,Condition [Q1] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [C2] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [C3] Presentation of a certificate/licence/document : Action [07] Measure not applicable : ||Condition [Q4] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,CD479: (Conditions) Eligibility to benefit from this tariff quota is subject to the production of an import licence in accordance with the conditions laid down in Regulation (EC) No 891/2009 (OJ L 254).
3112587,[143] Preferential tariff quota,1702000000,,01/10/2009,,[01] 0.00%,Condition [Q1] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [C2] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [Q3] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable : ||Condition [C4] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,CD479: (Conditions) Eligibility to benefit from this tariff quota is subject to the production of an import licence in accordance with the conditions laid down in Regulation (EC) No 891/2009 (OJ L 254).
3112598,[143] Preferential tariff quota,1702000000,,01/10/2009,,[01] 0.00%,Condition [C1] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [C3] Presentation of a certificate/licence/document : Action [07] Measure not applicable : ||Condition [Q4] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,CD479: (Conditions) Eligibility to benefit from this tariff quota is subject to the production of an import licence in accordance with the conditions laid down in Regulation (EC) No 891/2009 (OJ L 254).
3112513,[143] Preferential tariff quota,1702110000,,01/10/2009,,[01] 0.00%,Condition [Q1] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [C2] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [C3] Presentation of a certificate/licence/document : Action [07] Measure not applicable : ||Condition [Q4] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,CD479: (Conditions) Eligibility to benefit from this tariff quota is subject to the production of an import licence in accordance with the conditions laid down in Regulation (EC) No 891/2009 (OJ L 254).
3112514,[143] Preferential tariff quota,1702190000,,01/10/2009,,[01] 0.00%,Condition [Q1] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [C2] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [C3] Presentation of a certificate/licence/document : Action [07] Measure not applicable : ||Condition [Q4] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,CD479: (Conditions) Eligibility to benefit from this tariff quota is subject to the production of an import licence in accordance with the conditions laid down in Regulation (EC) No 891/2009 (OJ L 254).
3112515,[143] Preferential tariff quota,1702200000,,01/10/2009,,[01] 0.00%,Condition [C1] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [C3] Presentation of a certificate/licence/document : Action [07] Measure not applicable : ||Condition [Q4] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,CD479: (Conditions) Eligibility to benefit from this tariff quota is subject to the production of an import licence in accordance with the conditions laid down in Regulation (EC) No 891/2009 (OJ L 254).
3112516,[143] Preferential tariff quota,1702300000,,01/10/2009,,[01] 0.00%,Condition [Q1] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [C2] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [C3] Presentation of a certificate/licence/document : Action [07] Measure not applicable : ||Condition [Q4] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,CD479: (Conditions) Eligibility to benefit from this tariff quota is subject to the production of an import licence in accordance with the conditions laid down in Regulation (EC) No 891/2009 (OJ L 254).
3112517,[143] Preferential tariff quota,1702400000,,01/10/2009,,[01] 0.00%,Condition [Q1] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [C2] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [C3] Presentation of a certificate/licence/document : Action [07] Measure not applicable : ||Condition [Q4] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,CD479: (Conditions) Eligibility to benefit from this tariff quota is subject to the production of an import licence in accordance with the conditions laid down in Regulation (EC) No 891/2009 (OJ L 254).
3112520,[143] Preferential tariff quota,1702500000,,01/10/2009,,[01] 0.00%,Condition [C1] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [C3] Presentation of a certificate/licence/document : Action [07] Measure not applicable : ||Condition [Q4] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,"CD479: (Conditions) Eligibility to benefit from this tariff quota is subject to the production of an import licence in accordance with the conditions laid down in Regulation (EC) No 891/2009 (OJ L 254). | TM513: (Taric Measure) The preferential duty being equal to or more favourable than the preferential duty in the framework of this quota/ceiling, it is appropriate not to use this quota/ceiling."
3112523,[143] Preferential tariff quota,1702600000,,01/10/2009,,[01] 0.00%,Condition [C1] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [C3] Presentation of a certificate/licence/document : Action [07] Measure not applicable : ||Condition [Q4] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,CD479: (Conditions) Eligibility to benefit from this tariff quota is subject to the production of an import licence in accordance with the conditions laid down in Regulation (EC) No 891/2009 (OJ L 254).
3112526,[143] Preferential tariff quota,1702901000,,01/10/2009,,[01] 0.00%,Condition [C1] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [C3] Presentation of a certificate/licence/document : Action [07] Measure not applicable : ||Condition [Q4] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,"CD479: (Conditions) Eligibility to benefit from this tariff quota is subject to the production of an import licence in accordance with the conditions laid down in Regulation (EC) No 891/2009 (OJ L 254). | TM513: (Taric Measure) The preferential duty being equal to or more favourable than the preferential duty in the framework of this quota/ceiling, it is appropriate not to use this quota/ceiling."
3112528,[143] Preferential tariff quota,1702903000,,01/10/2009,,[01] 0.00%,Condition [C1] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [Q3] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable : ||Condition [C4] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,CD479: (Conditions) Eligibility to benefit from this tariff quota is subject to the production of an import licence in accordance with the conditions laid down in Regulation (EC) No 891/2009 (OJ L 254).
3112531,[143] Preferential tariff quota,1702905000,,01/10/2009,,[01] 0.00%,Condition [Q1] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [C2] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [C3] Presentation of a certificate/licence/document : Action [07] Measure not applicable : ||Condition [Q4] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,CD479: (Conditions) Eligibility to benefit from this tariff quota is subject to the production of an import licence in accordance with the conditions laid down in Regulation (EC) No 891/2009 (OJ L 254).
3112533,[143] Preferential tariff quota,1702907100,,01/10/2009,,[01] 0.00%,Condition [C1] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [C3] Presentation of a certificate/licence/document : Action [07] Measure not applicable : ||Condition [Q4] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,CD479: (Conditions) Eligibility to benefit from this tariff quota is subject to the production of an import licence in accordance with the conditions laid down in Regulation (EC) No 891/2009 (OJ L 254).
