SID,Measure type,Commodity,Additional code,Geography,Valid dates,Order number,Measure components,Conditions,Footnotes
3610031,[143] Preferential tariff quota,1605211040,,01/01/2018 - 31/12/2018,,[01] 0.00%,Condition [Q1] Presentation of an endorsed certificate/licence : Document [U] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,"CD583: (Conditions) Subject to the presentation of a movement certificate EUR.1 bearing the endorsement ""Derogation - Commission Implementing Decision 2014/461/EU"" or ""Dérogation - Décision d'exécution 2014/461/UE de la Commission"" which derogates from the rules  of origin (OJ L 207/14 page 20)."
3610032,[143] Preferential tariff quota,1605211050,,01/01/2018 - 31/12/2018,,[01] 0.00%,Condition [Q1] Presentation of an endorsed certificate/licence : Document [U] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,"CD583: (Conditions) Subject to the presentation of a movement certificate EUR.1 bearing the endorsement ""Derogation - Commission Implementing Decision 2014/461/EU"" or ""Dérogation - Décision d'exécution 2014/461/UE de la Commission"" which derogates from the rules  of origin (OJ L 207/14 page 20)."
3610033,[143] Preferential tariff quota,1605219040,,01/01/2018 - 31/12/2018,,[01] 0.00%,Condition [Q1] Presentation of an endorsed certificate/licence : Document [U] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,"CD583: (Conditions) Subject to the presentation of a movement certificate EUR.1 bearing the endorsement ""Derogation - Commission Implementing Decision 2014/461/EU"" or ""Dérogation - Décision d'exécution 2014/461/UE de la Commission"" which derogates from the rules  of origin (OJ L 207/14 page 20)."
3610034,[143] Preferential tariff quota,1605219045,,01/01/2018 - 31/12/2018,,[01] 0.00%,Condition [Q1] Presentation of an endorsed certificate/licence : Document [U] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,"CD583: (Conditions) Subject to the presentation of a movement certificate EUR.1 bearing the endorsement ""Derogation - Commission Implementing Decision 2014/461/EU"" or ""Dérogation - Décision d'exécution 2014/461/UE de la Commission"" which derogates from the rules  of origin (OJ L 207/14 page 20)."
3610035,[143] Preferential tariff quota,1605219049,,01/01/2018 - 31/12/2018,,[01] 0.00%,Condition [Q1] Presentation of an endorsed certificate/licence : Document [U] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,"CD583: (Conditions) Subject to the presentation of a movement certificate EUR.1 bearing the endorsement ""Derogation - Commission Implementing Decision 2014/461/EU"" or ""Dérogation - Décision d'exécution 2014/461/UE de la Commission"" which derogates from the rules  of origin (OJ L 207/14 page 20)."
3610039,[143] Preferential tariff quota,1605219060,,01/01/2018 - 31/12/2018,,[01] 0.00%,Condition [Q1] Presentation of an endorsed certificate/licence : Document [U] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,"CD583: (Conditions) Subject to the presentation of a movement certificate EUR.1 bearing the endorsement ""Derogation - Commission Implementing Decision 2014/461/EU"" or ""Dérogation - Décision d'exécution 2014/461/UE de la Commission"" which derogates from the rules  of origin (OJ L 207/14 page 20)."
3610040,[143] Preferential tariff quota,1605219065,,01/01/2018 - 31/12/2018,,[01] 0.00%,Condition [Q1] Presentation of an endorsed certificate/licence : Document [U] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,"CD583: (Conditions) Subject to the presentation of a movement certificate EUR.1 bearing the endorsement ""Derogation - Commission Implementing Decision 2014/461/EU"" or ""Dérogation - Décision d'exécution 2014/461/UE de la Commission"" which derogates from the rules  of origin (OJ L 207/14 page 20)."
3610041,[143] Preferential tariff quota,1605290040,,01/01/2018 - 31/12/2018,,[01] 0.00%,Condition [Q1] Presentation of an endorsed certificate/licence : Document [U] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,"CD583: (Conditions) Subject to the presentation of a movement certificate EUR.1 bearing the endorsement ""Derogation - Commission Implementing Decision 2014/461/EU"" or ""Dérogation - Décision d'exécution 2014/461/UE de la Commission"" which derogates from the rules  of origin (OJ L 207/14 page 20)."
3610042,[143] Preferential tariff quota,1605290045,,01/01/2018 - 31/12/2018,,[01] 0.00%,Condition [Q1] Presentation of an endorsed certificate/licence : Document [U] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,"CD583: (Conditions) Subject to the presentation of a movement certificate EUR.1 bearing the endorsement ""Derogation - Commission Implementing Decision 2014/461/EU"" or ""Dérogation - Décision d'exécution 2014/461/UE de la Commission"" which derogates from the rules  of origin (OJ L 207/14 page 20)."
3610043,[143] Preferential tariff quota,1605290050,,01/01/2018 - 31/12/2018,,[01] 0.00%,Condition [Q1] Presentation of an endorsed certificate/licence : Document [U] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,"CD583: (Conditions) Subject to the presentation of a movement certificate EUR.1 bearing the endorsement ""Derogation - Commission Implementing Decision 2014/461/EU"" or ""Dérogation - Décision d'exécution 2014/461/UE de la Commission"" which derogates from the rules  of origin (OJ L 207/14 page 20)."
