SID,Measure type,Commodity,Additional code,Geography,Valid dates,Order number,Measure components,Conditions,Footnotes
3611972,[110] Supplementary unit import,3215190020,,01/01/2018,,[99] 0.00%,,
3611970,[110] Supplementary unit import,3506919060,,01/01/2018,,[99] 0.00%,,
3611971,[110] Supplementary unit import,3506919070,,01/01/2018,,[99] 0.00%,,
3611973,[110] Supplementary unit import,3921190060,,01/01/2018,,[99] 0.00%,,
3611974,[110] Supplementary unit import,3926300030,,01/01/2018,,[99] 0.00%,,
3611976,[110] Supplementary unit import,3926909733,,01/01/2018,,[99] 0.00%,,
3611975,[110] Supplementary unit import,3926909734,,01/01/2018,,[99] 0.00%,,
3612011,[110] Supplementary unit import,3926909777,,01/01/2018,,[99] 0.00%,,
3612012,[110] Supplementary unit import,5603129050,,01/01/2018,,[99] 0.00%,,
3612197,[110] Supplementary unit import,8207301010,,01/01/2018,,[99] 0.00%,,
3612198,[110] Supplementary unit import,8409910050,,01/01/2018,,[99] 0.00%,,
3612199,[110] Supplementary unit import,8409990055,,01/01/2018,,[99] 0.00%,,
3612200,[110] Supplementary unit import,8411990020,,01/01/2018,,[99] 0.00%,,
3612201,[110] Supplementary unit import,8411990030,,01/01/2018,,[99] 0.00%,,
3612202,[110] Supplementary unit import,8415900055,,01/01/2018,,[99] 0.00%,,
3612203,[110] Supplementary unit import,8431200030,,01/01/2018,,[99] 0.00%,,
3612204,[110] Supplementary unit import,8481806960,,01/01/2018,,[99] 0.00%,,
3612205,[110] Supplementary unit import,8482101040,,01/01/2018,,[99] 0.00%,,
3612206,[110] Supplementary unit import,8482109030,,01/01/2018,,[99] 0.00%,,
3612209,[110] Supplementary unit import,8503009940,,01/01/2018,,[99] 0.00%,,
3612210,[110] Supplementary unit import,8504408240,,01/01/2018,,[99] 0.00%,,
3612215,[110] Supplementary unit import,8504408250,,01/01/2018,,[99] 0.00%,,
3612216,[110] Supplementary unit import,8504509550,,01/01/2018,,[99] 0.00%,,
3612217,[110] Supplementary unit import,8505110050,,01/01/2018,,[99] 0.00%,,
3612218,[110] Supplementary unit import,8516900070,,01/01/2018,,[99] 0.00%,,
3612219,[110] Supplementary unit import,8529906575,,01/01/2018,,[99] 0.00%,,
3612220,[110] Supplementary unit import,8529909270,,01/01/2018,,[99] 0.00%,,
3612221,[110] Supplementary unit import,8536699051,,01/01/2018,,[99] 0.00%,,
3612222,[110] Supplementary unit import,8536699088,,01/01/2018,,[99] 0.00%,,
3612223,[110] Supplementary unit import,8536909540,,01/01/2018,,[99] 0.00%,,
3612224,[110] Supplementary unit import,8544300085,,01/01/2018,,[99] 0.00%,,
3612225,[110] Supplementary unit import,8544429065,,01/01/2018,,[99] 0.00%,,
3612226,[110] Supplementary unit import,8708999785,,01/01/2018,,[99] 0.00%,,
3612227,[110] Supplementary unit import,9002900040,,01/01/2018,,[99] 0.00%,,
3612228,[110] Supplementary unit import,9032890040,,01/01/2018,,[99] 0.00%,,
3590937,[482] Declaration of subheading submitted to restrictions (net weight/supplementary unit),3215190020,,01/01/2018,,,"Condition [R1] Ratio ""net weight/supplementary unit"" is equal to or higher than the condition amount : Action [10] Declaration to be corrected  - box 33, 37, 38, 41 or 46 incorrect : Requirement - 1.60 Kilogram||Condition [R2] Ratio ""net weight/supplementary unit"" is equal to or higher than the condition amount : Action [28] Declared subheading allowed : Requirement - 1.40 Kilogram||Condition [R3] Ratio ""net weight/supplementary unit"" is equal to or higher than the condition amount : Action [10] Declaration to be corrected  - box 33, 37, 38, 41 or 46 incorrect : Requirement - 0.00 Kilogram","CD651: (Conditions) Declaration under this goods code is only allowed if the threshold values (net weight/supplementary unit or value/net weight or value/supplementary unit) are respected. If not, check the respective values and correct if necessary. Otherwise, another goods code should be declared."
