SID,Measure type,Commodity,Additional code,Geography,Valid dates,Order number,Measure components,Conditions,Footnotes
2432708,[142] Tariff preference,0405201010,,01/01/2002,,[01] 0.00% | [12] 0.00%,,
2432711,[142] Tariff preference,0405201080,,01/01/2002,,[01] + 6.00% | [12] 0.00%,,
2432712,[142] Tariff preference,0405203010,,01/01/2002,,[01] 0.00% | [12] 0.00%,,
2432714,[142] Tariff preference,0405203080,,01/01/2002,,[01] + 6.00% | [12] 0.00%,,
2291918,[142] Tariff preference,0703200000,,01/06/2001,,[01] + 9.60%,,"TM542: (Taric Measure) Application of Article 3.1, Regulation (EEC) No 1691/73 (OJ L 171, 27.06.1973)"
2972612,[142] Tariff preference,1702500000,,01/07/2007,,[01] + 8.00%,Condition [B1] Presentation of a certificate/licence/document : Document [Y] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD303: (Conditions) The relief from or reduction of customs duties shall be subject to the specific request expressed by the declarant in box 44 ""Additional information/Documents produced/Certificates and authorisations"", of the Single Administrative Document (SAD)"
2972613,[142] Tariff preference,1704901000,,01/07/2007,,[01] + 12.00%,Condition [B1] Presentation of a certificate/licence/document : Document [Y] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD303: (Conditions) The relief from or reduction of customs duties shall be subject to the specific request expressed by the declarant in box 44 ""Additional information/Documents produced/Certificates and authorisations"", of the Single Administrative Document (SAD)"
2972623,[142] Tariff preference,1806101500,,01/07/2007,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [Y] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD303: (Conditions) The relief from or reduction of customs duties shall be subject to the specific request expressed by the declarant in box 44 ""Additional information/Documents produced/Certificates and authorisations"", of the Single Administrative Document (SAD)"
2972620,[142] Tariff preference,1901909100,,01/07/2007,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [Y] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD303: (Conditions) The relief from or reduction of customs duties shall be subject to the specific request expressed by the declarant in box 44 ""Additional information/Documents produced/Certificates and authorisations"", of the Single Administrative Document (SAD)"
3581977,[142] Tariff preference,2101129292,,21/09/2017,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [Y] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD303: (Conditions) The relief from or reduction of customs duties shall be subject to the specific request expressed by the declarant in box 44 ""Additional information/Documents produced/Certificates and authorisations"", of the Single Administrative Document (SAD)"
2972621,[142] Tariff preference,2101129299,,01/07/2007,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [Y] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD303: (Conditions) The relief from or reduction of customs duties shall be subject to the specific request expressed by the declarant in box 44 ""Additional information/Documents produced/Certificates and authorisations"", of the Single Administrative Document (SAD)"
3582001,[142] Tariff preference,2101209282,,21/09/2017,,[01] 0.00%,,
3582005,[142] Tariff preference,2101209299,,21/09/2017,,[01] 0.00%,,
1255258,[142] Tariff preference,2102103100,,01/07/1995,,[01] 0.00%,,
1255259,[142] Tariff preference,2102103900,,01/07/1995,,[01] 0.00%,,
2972624,[142] Tariff preference,2102201100,,01/07/2007,,[01] + 4.00%,Condition [B1] Presentation of a certificate/licence/document : Document [Y] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD303: (Conditions) The relief from or reduction of customs duties shall be subject to the specific request expressed by the declarant in box 44 ""Additional information/Documents produced/Certificates and authorisations"", of the Single Administrative Document (SAD)"
2972625,[142] Tariff preference,2102201900,,01/07/2007,,[01] + 4.00%,Condition [B1] Presentation of a certificate/licence/document : Document [Y] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD303: (Conditions) The relief from or reduction of customs duties shall be subject to the specific request expressed by the declarant in box 44 ""Additional information/Documents produced/Certificates and authorisations"", of the Single Administrative Document (SAD)"
2972614,[142] Tariff preference,2103200000,,01/07/2007,,[01] + 10.00%,Condition [B1] Presentation of a certificate/licence/document : Document [Y] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD303: (Conditions) The relief from or reduction of customs duties shall be subject to the specific request expressed by the declarant in box 44 ""Additional information/Documents produced/Certificates and authorisations"", of the Single Administrative Document (SAD)"
2973878,[142] Tariff preference,2103909010,,01/07/2007,,[01] + 10.00%,Condition [B1] Presentation of a certificate/licence/document : Document [Y] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD303: (Conditions) The relief from or reduction of customs duties shall be subject to the specific request expressed by the declarant in box 44 ""Additional information/Documents produced/Certificates and authorisations"", of the Single Administrative Document (SAD) | TM114: (Taric Measure) The third country duty rate is equal or more favourable."
2979037,[142] Tariff preference,2103909080,,01/01/2008,,[01] + 6.00%,Condition [B1] Presentation of a certificate/licence/document : Document [Y] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD303: (Conditions) The relief from or reduction of customs duties shall be subject to the specific request expressed by the declarant in box 44 ""Additional information/Documents produced/Certificates and authorisations"", of the Single Administrative Document (SAD)"
2987046,[142] Tariff preference,2104100010,,01/01/2008,,[01] + 10.00%,Condition [B1] Presentation of a certificate/licence/document : Document [Y] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD303: (Conditions) The relief from or reduction of customs duties shall be subject to the specific request expressed by the declarant in box 44 ""Additional information/Documents produced/Certificates and authorisations"", of the Single Administrative Document (SAD)"
2987045,[142] Tariff preference,2104100090,,01/01/2008,,[01] + 6.00%,Condition [B1] Presentation of a certificate/licence/document : Document [Y] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD303: (Conditions) The relief from or reduction of customs duties shall be subject to the specific request expressed by the declarant in box 44 ""Additional information/Documents produced/Certificates and authorisations"", of the Single Administrative Document (SAD)"
2972783,[142] Tariff preference,2106909240,,01/07/2007,,[01] + 6.00%,Condition [B1] Presentation of a certificate/licence/document : Document [Y] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD303: (Conditions) The relief from or reduction of customs duties shall be subject to the specific request expressed by the declarant in box 44 ""Additional information/Documents produced/Certificates and authorisations"", of the Single Administrative Document (SAD)"
3209049,[142] Tariff preference,2106909245,,01/01/2012,,[01] + 6.00%,Condition [B1] Presentation of a certificate/licence/document : Document [Y] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD303: (Conditions) The relief from or reduction of customs duties shall be subject to the specific request expressed by the declarant in box 44 ""Additional information/Documents produced/Certificates and authorisations"", of the Single Administrative Document (SAD)"
3578158,[142] Tariff preference,2106909250,,01/01/2018,,[01] + 6.00%,Condition [B1] Presentation of a certificate/licence/document : Document [Y] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD303: (Conditions) The relief from or reduction of customs duties shall be subject to the specific request expressed by the declarant in box 44 ""Additional information/Documents produced/Certificates and authorisations"", of the Single Administrative Document (SAD)"
2972619,[142] Tariff preference,2205000000,,01/07/2007,,[01] 0.00%,Condition [B1] Presentation of a certificate/licence/document : Document [Y] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD303: (Conditions) The relief from or reduction of customs duties shall be subject to the specific request expressed by the declarant in box 44 ""Additional information/Documents produced/Certificates and authorisations"", of the Single Administrative Document (SAD)"
2972622,[142] Tariff preference,3302102100,,01/07/2007,,[01] + 6.00%,Condition [B1] Presentation of a certificate/licence/document : Document [Y] Action [27] Apply the mentioned duty : ||Condition [B2] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,"CD303: (Conditions) The relief from or reduction of customs duties shall be subject to the specific request expressed by the declarant in box 44 ""Additional information/Documents produced/Certificates and authorisations"", of the Single Administrative Document (SAD)"
