SID,Measure type,Commodity,Additional code,Geography,Valid dates,Order number,Measure components,Conditions,Footnotes
2524335,[465] Restriction on entry into free circulation,3704000000,"[4044] Photographs, films and negatives thereof, which are more than 50 years old and do not belong to their originators",23/05/2003,,,,"TM570: (Taric Measure) The following shall be prohibited:
a) the import of or the introduction into the territory of the Community of, and
b) the dealing in, Iraqi cultural property and other items of archaeological, historical, cultural, rare scientific and religious importance, if they have been illegally removed from locations in Iraq, in particular, if:
i) the items form an integral part of either the public collections listed in the inventories of Iraqi museums, archives or libraries' conservation collection, or the inventories of Iraqi religious institutions, or
ii) there exists reasonable suspicion that the goods have been removed from Iraq without the consent of their legitimate owner or have been removed in breach of Iraq's laws and regulations.
These prohibitions shall not apply if it is shown that either:
a) the cultural items were exported from Iraq prior to 6 August 1990; or
b) the cultural items are being returned to Iraqi institutions in accordance with the objective of safe return as set out in paragraph 7 of UNSC Resolution 1483 (2003)."
2524340,[465] Restriction on entry into free circulation,3704000000,"[4013] Archives, and any elements thereof, of any kind or any medium which are more than 50 years old",23/05/2003,,,,"TM570: (Taric Measure) The following shall be prohibited:
a) the import of or the introduction into the territory of the Community of, and
b) the dealing in, Iraqi cultural property and other items of archaeological, historical, cultural, rare scientific and religious importance, if they have been illegally removed from locations in Iraq, in particular, if:
i) the items form an integral part of either the public collections listed in the inventories of Iraqi museums, archives or libraries' conservation collection, or the inventories of Iraqi religious institutions, or
ii) there exists reasonable suspicion that the goods have been removed from Iraq without the consent of their legitimate owner or have been removed in breach of Iraq's laws and regulations.
These prohibitions shall not apply if it is shown that either:
a) the cultural items were exported from Iraq prior to 6 August 1990; or
b) the cultural items are being returned to Iraqi institutions in accordance with the objective of safe return as set out in paragraph 7 of UNSC Resolution 1483 (2003)."
2526725,[465] Restriction on entry into free circulation,3704000000,[4099] Other than those mentioned in Regulation (EC) no 1210/2003 (OJ L 169): no restrictions,23/05/2003,,,,
2526726,[465] Restriction on entry into free circulation,3705000000,[4099] Other than those mentioned in Regulation (EC) no 1210/2003 (OJ L 169): no restrictions,23/05/2003,,,,
2524339,[465] Restriction on entry into free circulation,3705000000,"[4013] Archives, and any elements thereof, of any kind or any medium which are more than 50 years old",23/05/2003,,,,"TM570: (Taric Measure) The following shall be prohibited:
a) the import of or the introduction into the territory of the Community of, and
b) the dealing in, Iraqi cultural property and other items of archaeological, historical, cultural, rare scientific and religious importance, if they have been illegally removed from locations in Iraq, in particular, if:
i) the items form an integral part of either the public collections listed in the inventories of Iraqi museums, archives or libraries' conservation collection, or the inventories of Iraqi religious institutions, or
ii) there exists reasonable suspicion that the goods have been removed from Iraq without the consent of their legitimate owner or have been removed in breach of Iraq's laws and regulations.
These prohibitions shall not apply if it is shown that either:
a) the cultural items were exported from Iraq prior to 6 August 1990; or
b) the cultural items are being returned to Iraqi institutions in accordance with the objective of safe return as set out in paragraph 7 of UNSC Resolution 1483 (2003)."
2524336,[465] Restriction on entry into free circulation,3705000000,"[4044] Photographs, films and negatives thereof, which are more than 50 years old and do not belong to their originators",23/05/2003,,,,"TM570: (Taric Measure) The following shall be prohibited:
a) the import of or the introduction into the territory of the Community of, and
b) the dealing in, Iraqi cultural property and other items of archaeological, historical, cultural, rare scientific and religious importance, if they have been illegally removed from locations in Iraq, in particular, if:
i) the items form an integral part of either the public collections listed in the inventories of Iraqi museums, archives or libraries' conservation collection, or the inventories of Iraqi religious institutions, or
ii) there exists reasonable suspicion that the goods have been removed from Iraq without the consent of their legitimate owner or have been removed in breach of Iraq's laws and regulations.
These prohibitions shall not apply if it is shown that either:
a) the cultural items were exported from Iraq prior to 6 August 1990; or
b) the cultural items are being returned to Iraqi institutions in accordance with the objective of safe return as set out in paragraph 7 of UNSC Resolution 1483 (2003)."
2524338,[465] Restriction on entry into free circulation,3706000000,"[4013] Archives, and any elements thereof, of any kind or any medium which are more than 50 years old",23/05/2003,,,,"TM570: (Taric Measure) The following shall be prohibited:
a) the import of or the introduction into the territory of the Community of, and
b) the dealing in, Iraqi cultural property and other items of archaeological, historical, cultural, rare scientific and religious importance, if they have been illegally removed from locations in Iraq, in particular, if:
i) the items form an integral part of either the public collections listed in the inventories of Iraqi museums, archives or libraries' conservation collection, or the inventories of Iraqi religious institutions, or
ii) there exists reasonable suspicion that the goods have been removed from Iraq without the consent of their legitimate owner or have been removed in breach of Iraq's laws and regulations.
These prohibitions shall not apply if it is shown that either:
a) the cultural items were exported from Iraq prior to 6 August 1990; or
b) the cultural items are being returned to Iraqi institutions in accordance with the objective of safe return as set out in paragraph 7 of UNSC Resolution 1483 (2003)."
2526727,[465] Restriction on entry into free circulation,3706000000,[4099] Other than those mentioned in Regulation (EC) no 1210/2003 (OJ L 169): no restrictions,23/05/2003,,,,
2524337,[465] Restriction on entry into free circulation,3706000000,"[4044] Photographs, films and negatives thereof, which are more than 50 years old and do not belong to their originators",23/05/2003,,,,"TM570: (Taric Measure) The following shall be prohibited:
a) the import of or the introduction into the territory of the Community of, and
b) the dealing in, Iraqi cultural property and other items of archaeological, historical, cultural, rare scientific and religious importance, if they have been illegally removed from locations in Iraq, in particular, if:
i) the items form an integral part of either the public collections listed in the inventories of Iraqi museums, archives or libraries' conservation collection, or the inventories of Iraqi religious institutions, or
ii) there exists reasonable suspicion that the goods have been removed from Iraq without the consent of their legitimate owner or have been removed in breach of Iraq's laws and regulations.
These prohibitions shall not apply if it is shown that either:
a) the cultural items were exported from Iraq prior to 6 August 1990; or
b) the cultural items are being returned to Iraqi institutions in accordance with the objective of safe return as set out in paragraph 7 of UNSC Resolution 1483 (2003)."
2526728,[465] Restriction on entry into free circulation,4400000000,[4099] Other than those mentioned in Regulation (EC) no 1210/2003 (OJ L 169): no restrictions,23/05/2003,,,,
