SID,Measure type,Commodity,Additional code,Geography,Valid dates,Order number,Measure components,Conditions,Footnotes
3440184,[552] Definitive anti-dumping duty,8712003020,,04/09/2014,,[01] + 48.50%,,
3439852,[552] Definitive anti-dumping duty,8712003020,,04/09/2014,,[01] + 48.50%,,
3439853,[552] Definitive anti-dumping duty,8712003020,[C999] Other,04/09/2014,,[01] + 48.50%,,
3439848,[552] Definitive anti-dumping duty,8712003020,"[C037] Speedtech Industrial Co., Ltd, Manhattan (Svay Rieng) Special Economic Zone, National Road No 1, Sangkat Bavet, Krong Bavet, Svay Rieng Province, Cambodia Bestway Industrial Co., Ltd, Manhattan (Svay Rieng) Special Economic Zone, National Road No 1, Sangkat Bavet, Krong Bavet, Svay Rieng Province, Cambodia ",20/05/2015,,,Condition [A1] Presentation of an anti-dumping/countervailing document : Document [D] Action [01] Apply the amount of the action (see components) : ||Condition [A2] Presentation of an anti-dumping/countervailing document : Action [01] Apply the amount of the action (see components) :,"CD690: (Conditions) The application of exemption granted for this company shall be conditional upon presentation to the customs authorities of the Member States of a valid commercial invoice, in which must appear a declaration signed by an officer of the entity issuing the commercial invoice, in the following format:
(1) the name and function of the official of the entity issuing the commercial invoice;
(2) the following declaration:
""I, the undersigned, certify that the (volume) of bicycles sold for export to the European Union covered by this invoice was manufactured by (company name and registered seat) (TARIC additional code) in (country concerned). I declare that the information provided in this invoice is complete and correct.
Date and signature"".
If no such invoice is presented, the duty rate applicable to all other companies shall apply."
3439847,[552] Definitive anti-dumping duty,8712003020,"[C036] Smart Tech (Cambodia) Co., Ltd, Tai Seng Bavet Special Economic Zone, National Road No 1, Bavet City, Svay Rieng, KH",20/05/2015,,,Condition [A1] Presentation of an anti-dumping/countervailing document : Document [D] Action [01] Apply the amount of the action (see components) : ||Condition [A2] Presentation of an anti-dumping/countervailing document : Action [01] Apply the amount of the action (see components) :,"CD690: (Conditions) The application of exemption granted for this company shall be conditional upon presentation to the customs authorities of the Member States of a valid commercial invoice, in which must appear a declaration signed by an officer of the entity issuing the commercial invoice, in the following format:
(1) the name and function of the official of the entity issuing the commercial invoice;
(2) the following declaration:
""I, the undersigned, certify that the (volume) of bicycles sold for export to the European Union covered by this invoice was manufactured by (company name and registered seat) (TARIC additional code) in (country concerned). I declare that the information provided in this invoice is complete and correct.
Date and signature"".
If no such invoice is presented, the duty rate applicable to all other companies shall apply."
3439846,[552] Definitive anti-dumping duty,8712003020,"[C035] A and J (Cambodia) Co., Ltd, Special Economic Zone Tai Seng Bavet, Sangkar Bavet, Krong Baver, Ket Svay Rieng, KH",20/05/2015,,,Condition [A1] Presentation of an anti-dumping/countervailing document : Document [D] Action [01] Apply the amount of the action (see components) : ||Condition [A2] Presentation of an anti-dumping/countervailing document : Action [01] Apply the amount of the action (see components) :,"CD690: (Conditions) The application of exemption granted for this company shall be conditional upon presentation to the customs authorities of the Member States of a valid commercial invoice, in which must appear a declaration signed by an officer of the entity issuing the commercial invoice, in the following format:
(1) the name and function of the official of the entity issuing the commercial invoice;
(2) the following declaration:
""I, the undersigned, certify that the (volume) of bicycles sold for export to the European Union covered by this invoice was manufactured by (company name and registered seat) (TARIC additional code) in (country concerned). I declare that the information provided in this invoice is complete and correct.
Date and signature"".
If no such invoice is presented, the duty rate applicable to all other companies shall apply."
3439854,[552] Definitive anti-dumping duty,8712003020,[C999] Other,04/09/2014,,[01] + 48.50%,,
3439849,[552] Definitive anti-dumping duty,8712003020,"[C038] Procycle Industrial Inc., Hong Chang Compound, Brgy. Lantic, Carmona, Cavite, PH",20/05/2015,,,Condition [A1] Presentation of an anti-dumping/countervailing document : Document [D] Action [01] Apply the amount of the action (see components) : ||Condition [A2] Presentation of an anti-dumping/countervailing document : Action [01] Apply the amount of the action (see components) :,"CD690: (Conditions) The application of exemption granted for this company shall be conditional upon presentation to the customs authorities of the Member States of a valid commercial invoice, in which must appear a declaration signed by an officer of the entity issuing the commercial invoice, in the following format:
(1) the name and function of the official of the entity issuing the commercial invoice;
(2) the following declaration:
""I, the undersigned, certify that the (volume) of bicycles sold for export to the European Union covered by this invoice was manufactured by (company name and registered seat) (TARIC additional code) in (country concerned). I declare that the information provided in this invoice is complete and correct.
Date and signature"".
If no such invoice is presented, the duty rate applicable to all other companies shall apply."
3440185,[552] Definitive anti-dumping duty,8712007092,,04/09/2014,,[01] + 48.50%,,
3440196,[552] Definitive anti-dumping duty,8712007092,,04/09/2014,,[01] + 48.50%,,
3440194,[552] Definitive anti-dumping duty,8712007092,"[C037] Speedtech Industrial Co., Ltd, Manhattan (Svay Rieng) Special Economic Zone, National Road No 1, Sangkat Bavet, Krong Bavet, Svay Rieng Province, Cambodia Bestway Industrial Co., Ltd, Manhattan (Svay Rieng) Special Economic Zone, National Road No 1, Sangkat Bavet, Krong Bavet, Svay Rieng Province, Cambodia ",20/05/2015,,,Condition [A1] Presentation of an anti-dumping/countervailing document : Document [D] Action [01] Apply the amount of the action (see components) : ||Condition [A2] Presentation of an anti-dumping/countervailing document : Action [01] Apply the amount of the action (see components) :,"CD690: (Conditions) The application of exemption granted for this company shall be conditional upon presentation to the customs authorities of the Member States of a valid commercial invoice, in which must appear a declaration signed by an officer of the entity issuing the commercial invoice, in the following format:
(1) the name and function of the official of the entity issuing the commercial invoice;
(2) the following declaration:
""I, the undersigned, certify that the (volume) of bicycles sold for export to the European Union covered by this invoice was manufactured by (company name and registered seat) (TARIC additional code) in (country concerned). I declare that the information provided in this invoice is complete and correct.
Date and signature"".
If no such invoice is presented, the duty rate applicable to all other companies shall apply."
3440193,[552] Definitive anti-dumping duty,8712007092,"[C036] Smart Tech (Cambodia) Co., Ltd, Tai Seng Bavet Special Economic Zone, National Road No 1, Bavet City, Svay Rieng, KH",20/05/2015,,,Condition [A1] Presentation of an anti-dumping/countervailing document : Document [D] Action [01] Apply the amount of the action (see components) : ||Condition [A2] Presentation of an anti-dumping/countervailing document : Action [01] Apply the amount of the action (see components) :,"CD690: (Conditions) The application of exemption granted for this company shall be conditional upon presentation to the customs authorities of the Member States of a valid commercial invoice, in which must appear a declaration signed by an officer of the entity issuing the commercial invoice, in the following format:
(1) the name and function of the official of the entity issuing the commercial invoice;
(2) the following declaration:
""I, the undersigned, certify that the (volume) of bicycles sold for export to the European Union covered by this invoice was manufactured by (company name and registered seat) (TARIC additional code) in (country concerned). I declare that the information provided in this invoice is complete and correct.
Date and signature"".
If no such invoice is presented, the duty rate applicable to all other companies shall apply."
