SID,Measure type,Commodity,Additional code,Geography,Valid dates,Order number,Measure components,Conditions,Footnotes
3458710,[143] Preferential tariff quota,1001990000,,01/01/2016,,[01] 0.00%,Condition [C1] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [Q3] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable : ||Condition [C4] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,CD678: (Conditions) Eligibility to benefit from this quota shall be subject to the productions of an import licence obtained in accordance with the conditions laid down in Regulation (EU) 2015/2081 (OJ L 302).
3458711,[143] Preferential tariff quota,1003900000,,01/01/2016,,[01] 0.00%,Condition [Q1] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [C2] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [Q3] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable : ||Condition [C4] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,CD678: (Conditions) Eligibility to benefit from this quota shall be subject to the productions of an import licence obtained in accordance with the conditions laid down in Regulation (EU) 2015/2081 (OJ L 302).
3458712,[143] Preferential tariff quota,1005900000,,01/01/2016,,[01] 0.00%,Condition [C1] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [Q3] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable : ||Condition [C4] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,CD678: (Conditions) Eligibility to benefit from this quota shall be subject to the productions of an import licence obtained in accordance with the conditions laid down in Regulation (EU) 2015/2081 (OJ L 302).
3458713,[143] Preferential tariff quota,1101001500,,01/01/2016,,[01] 0.00%,Condition [Q1] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [C2] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [C3] Presentation of a certificate/licence/document : Action [07] Measure not applicable : ||Condition [Q4] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,CD678: (Conditions) Eligibility to benefit from this quota shall be subject to the productions of an import licence obtained in accordance with the conditions laid down in Regulation (EU) 2015/2081 (OJ L 302).
3458714,[143] Preferential tariff quota,1101009000,,01/01/2016,,[01] 0.00%,Condition [Q1] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [C2] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [C3] Presentation of a certificate/licence/document : Action [07] Measure not applicable : ||Condition [Q4] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,CD678: (Conditions) Eligibility to benefit from this quota shall be subject to the productions of an import licence obtained in accordance with the conditions laid down in Regulation (EU) 2015/2081 (OJ L 302).
3458715,[143] Preferential tariff quota,1102200000,,01/01/2016,,[01] 0.00%,Condition [Q1] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [C2] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [Q3] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable : ||Condition [C4] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,CD678: (Conditions) Eligibility to benefit from this quota shall be subject to the productions of an import licence obtained in accordance with the conditions laid down in Regulation (EU) 2015/2081 (OJ L 302).
3458716,[143] Preferential tariff quota,1102901000,,01/01/2016,,[01] 0.00%,Condition [C1] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [Q3] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable : ||Condition [C4] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,CD678: (Conditions) Eligibility to benefit from this quota shall be subject to the productions of an import licence obtained in accordance with the conditions laid down in Regulation (EU) 2015/2081 (OJ L 302).
3458717,[143] Preferential tariff quota,1102909000,,01/01/2016,,[01] 0.00%,Condition [C1] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [C3] Presentation of a certificate/licence/document : Action [07] Measure not applicable : ||Condition [Q4] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,CD678: (Conditions) Eligibility to benefit from this quota shall be subject to the productions of an import licence obtained in accordance with the conditions laid down in Regulation (EU) 2015/2081 (OJ L 302).
3458718,[143] Preferential tariff quota,1103119000,,01/01/2016,,[01] 0.00%,Condition [C1] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [Q3] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable : ||Condition [C4] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,CD678: (Conditions) Eligibility to benefit from this quota shall be subject to the productions of an import licence obtained in accordance with the conditions laid down in Regulation (EU) 2015/2081 (OJ L 302).
3458719,[143] Preferential tariff quota,1103130000,,01/01/2016,,[01] 0.00%,Condition [C1] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [C3] Presentation of a certificate/licence/document : Action [07] Measure not applicable : ||Condition [Q4] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,CD678: (Conditions) Eligibility to benefit from this quota shall be subject to the productions of an import licence obtained in accordance with the conditions laid down in Regulation (EU) 2015/2081 (OJ L 302).
3458720,[143] Preferential tariff quota,1103202590,,01/01/2016,,[01] 0.00%,Condition [Q1] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [C2] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [C3] Presentation of a certificate/licence/document : Action [07] Measure not applicable : ||Condition [Q4] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable :,CD678: (Conditions) Eligibility to benefit from this quota shall be subject to the productions of an import licence obtained in accordance with the conditions laid down in Regulation (EU) 2015/2081 (OJ L 302).
3458721,[143] Preferential tariff quota,1103204000,,01/01/2016,,[01] 0.00%,Condition [C1] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [Q3] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable : ||Condition [C4] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,CD678: (Conditions) Eligibility to benefit from this quota shall be subject to the productions of an import licence obtained in accordance with the conditions laid down in Regulation (EU) 2015/2081 (OJ L 302).
3458722,[143] Preferential tariff quota,1103206000,,01/01/2016,,[01] 0.00%,Condition [Q1] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [C2] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [Q3] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable : ||Condition [C4] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,CD678: (Conditions) Eligibility to benefit from this quota shall be subject to the productions of an import licence obtained in accordance with the conditions laid down in Regulation (EU) 2015/2081 (OJ L 302).
3458723,[143] Preferential tariff quota,1104230000,,01/01/2016,,[01] 0.00%,Condition [C1] Presentation of a certificate/licence/document : Document [L] Action [27] Apply the mentioned duty : ||Condition [Q2] Presentation of an endorsed certificate/licence : Document [Y] Action [27] Apply the mentioned duty : ||Condition [Q3] Presentation of an endorsed certificate/licence : Action [07] Measure not applicable : ||Condition [C4] Presentation of a certificate/licence/document : Action [07] Measure not applicable :,CD678: (Conditions) Eligibility to benefit from this quota shall be subject to the productions of an import licence obtained in accordance with the conditions laid down in Regulation (EU) 2015/2081 (OJ L 302).
