SID,Measure type,Commodity,Additional code,Geography,Valid dates,Order number,Measure components,Conditions,Footnotes
3195652,[103] Third country duty,2923900075,,01/07/2011,,[01] + 6.50%,,
3195717,[103] Third country duty,2933698055,,01/07/2011,,[01] + 6.50%,,
3186164,[103] Third country duty,3904692000,,01/01/2011,,[01] + 6.50%,,
3313246,[103] Third country duty,3905999081,,01/07/2013,,[01] + 6.50%,,
3185832,[103] Third country duty,3905999092,,01/01/2011,,[01] + 6.50%,,
3206422,[103] Third country duty,3907201100,,01/01/2011,,[01] + 6.50%,,
3243085,[103] Third country duty,3911909930,,01/07/2011,,[01] + 6.50%,,
3243086,[103] Third country duty,3911909935,,01/07/2011,,[01] + 6.50%,,
3172364,[103] Third country duty,4203299000,,01/01/2011,,[01] + 7.00%,,
3172368,[103] Third country duty,4602199000,,01/01/2011,,[01] + 3.70%,,
3172511,[103] Third country duty,6913909800,,01/01/2011,,[01] + 6.00%,,
3172852,[103] Third country duty,7116208000,,01/01/2011,,[01] + 2.50%,,
3172885,[103] Third country duty,7413000090,,01/01/2011,,[01] + 5.20%,,
3173150,[103] Third country duty,7607209000,,01/01/2011,,[01] + 7.50%,,
3173303,[103] Third country duty,7801999000,,01/01/2011,,[01] + 2.50%,,
3175155,[103] Third country duty,8205598000,,01/01/2011,,[01] + 2.70%,,
3263279,[103] Third country duty,8302420090,,01/07/2012,,[01] + 2.70%,,
3206112,[103] Third country duty,8479899750,,01/07/2011,,[01] + 1.70%,,
3579050,[103] Third country duty,8483409020,,01/01/2018,,[01] + 3.70%,,
3579051,[103] Third country duty,8483409030,,01/01/2018,,[01] + 3.70%,,
3196901,[103] Third country duty,8483409080,,01/07/2011,,[01] + 3.70%,,
3196902,[103] Third country duty,8483409099,,01/07/2011,,[01] + 3.70%,,
3296598,[103] Third country duty,8501320030,,06/03/2013,,[01] + 2.70%,,
3296599,[103] Third country duty,8501320041,,06/03/2013,,[01] + 2.70%,,
3296600,[103] Third country duty,8501320049,,06/03/2013,,[01] + 2.70%,,
3296601,[103] Third country duty,8501320099,,06/03/2013,,[01] + 2.70%,,
3296606,[103] Third country duty,8501340030,,06/03/2013,,[01] + 2.70%,,
