SID,Measure type,Commodity,Additional code,Geography,Valid dates,Order number,Measure components,Conditions,Footnotes
3522100,[707] Import control,0403000000,,01/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD688: (Conditions) The release of consignments into free circulation shall be subject to the presentation by the feed or food business operator to the custom authorities of a CED duly completed by the competent authority once all official controls have been carried out. The CED may be presented physically or electronically.
Exemptions apply in accordance with Article 1 (3) of Regulation (EU) No 2015/175."
3522101,[707] Import control,0406100000,,01/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD688: (Conditions) The release of consignments into free circulation shall be subject to the presentation by the feed or food business operator to the custom authorities of a CED duly completed by the competent authority once all official controls have been carried out. The CED may be presented physically or electronically.
Exemptions apply in accordance with Article 1 (3) of Regulation (EU) No 2015/175."
3522102,[707] Import control,1101000000,,01/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD688: (Conditions) The release of consignments into free circulation shall be subject to the presentation by the feed or food business operator to the custom authorities of a CED duly completed by the competent authority once all official controls have been carried out. The CED may be presented physically or electronically.
Exemptions apply in accordance with Article 1 (3) of Regulation (EU) No 2015/175."
3522103,[707] Import control,1102000000,,01/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD688: (Conditions) The release of consignments into free circulation shall be subject to the presentation by the feed or food business operator to the custom authorities of a CED duly completed by the competent authority once all official controls have been carried out. The CED may be presented physically or electronically.
Exemptions apply in accordance with Article 1 (3) of Regulation (EU) No 2015/175."
3522104,[707] Import control,1105100000,,01/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD688: (Conditions) The release of consignments into free circulation shall be subject to the presentation by the feed or food business operator to the custom authorities of a CED duly completed by the competent authority once all official controls have been carried out. The CED may be presented physically or electronically.
Exemptions apply in accordance with Article 1 (3) of Regulation (EU) No 2015/175."
3522112,[707] Import control,1106000000,,01/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD688: (Conditions) The release of consignments into free circulation shall be subject to the presentation by the feed or food business operator to the custom authorities of a CED duly completed by the competent authority once all official controls have been carried out. The CED may be presented physically or electronically.
Exemptions apply in accordance with Article 1 (3) of Regulation (EU) No 2015/175."
3522114,[707] Import control,1108000000,,01/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD688: (Conditions) The release of consignments into free circulation shall be subject to the presentation by the feed or food business operator to the custom authorities of a CED duly completed by the competent authority once all official controls have been carried out. The CED may be presented physically or electronically.
Exemptions apply in accordance with Article 1 (3) of Regulation (EU) No 2015/175."
3522115,[707] Import control,1208000000,,01/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD688: (Conditions) The release of consignments into free circulation shall be subject to the presentation by the feed or food business operator to the custom authorities of a CED duly completed by the competent authority once all official controls have been carried out. The CED may be presented physically or electronically.
Exemptions apply in accordance with Article 1 (3) of Regulation (EU) No 2015/175."
3522118,[707] Import control,1302321000,,01/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD688: (Conditions) The release of consignments into free circulation shall be subject to the presentation by the feed or food business operator to the custom authorities of a CED duly completed by the competent authority once all official controls have been carried out. The CED may be presented physically or electronically.
Exemptions apply in accordance with Article 1 (3) of Regulation (EU) No 2015/175."
3522097,[707] Import control,1302329010,,01/02/2017,,,Condition [Y1] Other conditions : Document [C] Action [29] Import/export allowed after control : ||Condition [Y2] Other conditions : Document [Y] Action [29] Import/export allowed after control : ||Condition [Y3] Other conditions : Action [09] Import/export not allowed after control :,"CD688: (Conditions) The release of consignments into free circulation shall be subject to the presentation by the feed or food business operator to the custom authorities of a CED duly completed by the competent authority once all official controls have been carried out. The CED may be presented physically or electronically.
Exemptions apply in accordance with Article 1 (3) of Regulation (EU) No 2015/175."
