SID,Measure type,Commodity,Additional code,Geography,Valid dates,Order number,Measure components,Conditions,Footnotes
3616220,[420] Entry into free circulation (prior surveillance),7207111400,,01/02/2018,,,"Condition [E1] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Document [I] Action [24] Entry into free circulation allowed : ||Condition [E2] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [24] Entry into free circulation allowed : Requirement - 2500.00 Kilogram||Condition [E3] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [04] The entry into free circulation is not allowed :","CD022: (Conditions) Free circulation is subject to the presentation of a surveillance document issued by the competent authority of a Member State, which shall be valid throughout the Union. | TM560: (Taric Measure) Imports whose net weight does not exceed 2 500 kilogrammes are excluded from the application of this Regulation."
3616221,[420] Entry into free circulation (prior surveillance),7208000000,,01/02/2018,,,"Condition [E1] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Document [I] Action [24] Entry into free circulation allowed : ||Condition [E2] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [24] Entry into free circulation allowed : Requirement - 2500.00 Kilogram||Condition [E3] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [04] The entry into free circulation is not allowed :","CD022: (Conditions) Free circulation is subject to the presentation of a surveillance document issued by the competent authority of a Member State, which shall be valid throughout the Union. | TM560: (Taric Measure) Imports whose net weight does not exceed 2 500 kilogrammes are excluded from the application of this Regulation."
3616222,[420] Entry into free circulation (prior surveillance),7209000000,,01/02/2018,,,"Condition [E1] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Document [I] Action [24] Entry into free circulation allowed : ||Condition [E2] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [24] Entry into free circulation allowed : Requirement - 2500.00 Kilogram||Condition [E3] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [04] The entry into free circulation is not allowed :","CD022: (Conditions) Free circulation is subject to the presentation of a surveillance document issued by the competent authority of a Member State, which shall be valid throughout the Union. | TM560: (Taric Measure) Imports whose net weight does not exceed 2 500 kilogrammes are excluded from the application of this Regulation."
3616223,[420] Entry into free circulation (prior surveillance),7210000000,,01/02/2018,,,"Condition [E1] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Document [I] Action [24] Entry into free circulation allowed : ||Condition [E2] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [24] Entry into free circulation allowed : Requirement - 2500.00 Kilogram||Condition [E3] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [04] The entry into free circulation is not allowed :","CD022: (Conditions) Free circulation is subject to the presentation of a surveillance document issued by the competent authority of a Member State, which shall be valid throughout the Union. | TM560: (Taric Measure) Imports whose net weight does not exceed 2 500 kilogrammes are excluded from the application of this Regulation."
3616224,[420] Entry into free circulation (prior surveillance),7211000000,,01/02/2018,,,"Condition [E1] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Document [I] Action [24] Entry into free circulation allowed : ||Condition [E2] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [24] Entry into free circulation allowed : Requirement - 2500.00 Kilogram||Condition [E3] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [04] The entry into free circulation is not allowed :","CD022: (Conditions) Free circulation is subject to the presentation of a surveillance document issued by the competent authority of a Member State, which shall be valid throughout the Union. | TM560: (Taric Measure) Imports whose net weight does not exceed 2 500 kilogrammes are excluded from the application of this Regulation."
3616225,[420] Entry into free circulation (prior surveillance),7212000000,,01/02/2018,,,"Condition [E1] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Document [I] Action [24] Entry into free circulation allowed : ||Condition [E2] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [24] Entry into free circulation allowed : Requirement - 2500.00 Kilogram||Condition [E3] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [04] The entry into free circulation is not allowed :","CD022: (Conditions) Free circulation is subject to the presentation of a surveillance document issued by the competent authority of a Member State, which shall be valid throughout the Union. | TM560: (Taric Measure) Imports whose net weight does not exceed 2 500 kilogrammes are excluded from the application of this Regulation."
3616226,[420] Entry into free circulation (prior surveillance),7213000000,,01/02/2018,,,"Condition [E1] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Document [I] Action [24] Entry into free circulation allowed : ||Condition [E2] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [24] Entry into free circulation allowed : Requirement - 2500.00 Kilogram||Condition [E3] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [04] The entry into free circulation is not allowed :","CD022: (Conditions) Free circulation is subject to the presentation of a surveillance document issued by the competent authority of a Member State, which shall be valid throughout the Union. | TM560: (Taric Measure) Imports whose net weight does not exceed 2 500 kilogrammes are excluded from the application of this Regulation."
3616227,[420] Entry into free circulation (prior surveillance),7214000000,,01/02/2018,,,"Condition [E1] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Document [I] Action [24] Entry into free circulation allowed : ||Condition [E2] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [24] Entry into free circulation allowed : Requirement - 2500.00 Kilogram||Condition [E3] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [04] The entry into free circulation is not allowed :","CD022: (Conditions) Free circulation is subject to the presentation of a surveillance document issued by the competent authority of a Member State, which shall be valid throughout the Union. | TM560: (Taric Measure) Imports whose net weight does not exceed 2 500 kilogrammes are excluded from the application of this Regulation."
3616228,[420] Entry into free circulation (prior surveillance),7215000000,,01/02/2018,,,"Condition [E1] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Document [I] Action [24] Entry into free circulation allowed : ||Condition [E2] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [24] Entry into free circulation allowed : Requirement - 2500.00 Kilogram||Condition [E3] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [04] The entry into free circulation is not allowed :","CD022: (Conditions) Free circulation is subject to the presentation of a surveillance document issued by the competent authority of a Member State, which shall be valid throughout the Union. | TM560: (Taric Measure) Imports whose net weight does not exceed 2 500 kilogrammes are excluded from the application of this Regulation."
3616229,[420] Entry into free circulation (prior surveillance),7216000000,,01/02/2018,,,"Condition [E1] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Document [I] Action [24] Entry into free circulation allowed : ||Condition [E2] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [24] Entry into free circulation allowed : Requirement - 2500.00 Kilogram||Condition [E3] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [04] The entry into free circulation is not allowed :","CD022: (Conditions) Free circulation is subject to the presentation of a surveillance document issued by the competent authority of a Member State, which shall be valid throughout the Union. | TM560: (Taric Measure) Imports whose net weight does not exceed 2 500 kilogrammes are excluded from the application of this Regulation."
