SID,Measure type,Commodity,Additional code,Geography,Valid dates,Order number,Measure components,Conditions,Footnotes
3541229,[552] Definitive anti-dumping duty,7223001900,"[B775] Raajratna Metal Industries, Ahmedabad, Gujarat",10/02/2017,,,Condition [A1] Presentation of an anti-dumping/countervailing document : Document [D] Action [01] Apply the amount of the action (see components) : ||Condition [A2] Presentation of an anti-dumping/countervailing document : Action [01] Apply the amount of the action (see components) :,"CD697: (Conditions) The application of the individual duty rate for this company shall be conditional upon presentation to the customs authorities of the Member States of a valid commercial invoice, in which must appear a declaration signed by an officer of the entity issuing the commercial invoice, in the following format:
(1) The name and function of the official of the entity issuing the commercial invoice.
(2) The following declaration: “I, the undersigned, certify that the (volume) of stainless steel wires sold for export to the European Union covered by this invoice was manufactured by (company name and address) (TARIC additional code) in India. I declare that the information provided in this invoice is complete and correct.”
(3) Date and signature of the official of the entity issuing the commercial invoice.
If no such invoice is presented, the duty rate applicable to all other companies shall apply."
3541250,[552] Definitive anti-dumping duty,7223001900,"[C196] Panchmahal Steel Ltd., Dist. Panchmahals, Gujarat",10/02/2017,,,Condition [A1] Presentation of an anti-dumping/countervailing document : Document [D] Action [01] Apply the amount of the action (see components) : ||Condition [A2] Presentation of an anti-dumping/countervailing document : Action [01] Apply the amount of the action (see components) :,"CD697: (Conditions) The application of the individual duty rate for this company shall be conditional upon presentation to the customs authorities of the Member States of a valid commercial invoice, in which must appear a declaration signed by an officer of the entity issuing the commercial invoice, in the following format:
(1) The name and function of the official of the entity issuing the commercial invoice.
(2) The following declaration: “I, the undersigned, certify that the (volume) of stainless steel wires sold for export to the European Union covered by this invoice was manufactured by (company name and address) (TARIC additional code) in India. I declare that the information provided in this invoice is complete and correct.”
(3) Date and signature of the official of the entity issuing the commercial invoice.
If no such invoice is presented, the duty rate applicable to all other companies shall apply."
3541249,[552] Definitive anti-dumping duty,7223001900,"[C195] Mukand Ltd, Thane",10/02/2017,,,Condition [A1] Presentation of an anti-dumping/countervailing document : Document [D] Action [01] Apply the amount of the action (see components) : ||Condition [A2] Presentation of an anti-dumping/countervailing document : Action [01] Apply the amount of the action (see components) :,"CD697: (Conditions) The application of the individual duty rate for this company shall be conditional upon presentation to the customs authorities of the Member States of a valid commercial invoice, in which must appear a declaration signed by an officer of the entity issuing the commercial invoice, in the following format:
(1) The name and function of the official of the entity issuing the commercial invoice.
(2) The following declaration: “I, the undersigned, certify that the (volume) of stainless steel wires sold for export to the European Union covered by this invoice was manufactured by (company name and address) (TARIC additional code) in India. I declare that the information provided in this invoice is complete and correct.”
(3) Date and signature of the official of the entity issuing the commercial invoice.
If no such invoice is presented, the duty rate applicable to all other companies shall apply."
3541248,[552] Definitive anti-dumping duty,7223001900,"[C194] Jyoti Steel Industries Ltd, Mumbai, Maharashtra",10/02/2017,,,Condition [A1] Presentation of an anti-dumping/countervailing document : Document [D] Action [01] Apply the amount of the action (see components) : ||Condition [A2] Presentation of an anti-dumping/countervailing document : Action [01] Apply the amount of the action (see components) :,"CD697: (Conditions) The application of the individual duty rate for this company shall be conditional upon presentation to the customs authorities of the Member States of a valid commercial invoice, in which must appear a declaration signed by an officer of the entity issuing the commercial invoice, in the following format:
(1) The name and function of the official of the entity issuing the commercial invoice.
(2) The following declaration: “I, the undersigned, certify that the (volume) of stainless steel wires sold for export to the European Union covered by this invoice was manufactured by (company name and address) (TARIC additional code) in India. I declare that the information provided in this invoice is complete and correct.”
(3) Date and signature of the official of the entity issuing the commercial invoice.
If no such invoice is presented, the duty rate applicable to all other companies shall apply."
3541247,[552] Definitive anti-dumping duty,7223001900,"[C193] Drawmet Wires, Bhiwadi, Rajastan",10/02/2017,,,Condition [A1] Presentation of an anti-dumping/countervailing document : Document [D] Action [01] Apply the amount of the action (see components) : ||Condition [A2] Presentation of an anti-dumping/countervailing document : Action [01] Apply the amount of the action (see components) :,"CD697: (Conditions) The application of the individual duty rate for this company shall be conditional upon presentation to the customs authorities of the Member States of a valid commercial invoice, in which must appear a declaration signed by an officer of the entity issuing the commercial invoice, in the following format:
(1) The name and function of the official of the entity issuing the commercial invoice.
(2) The following declaration: “I, the undersigned, certify that the (volume) of stainless steel wires sold for export to the European Union covered by this invoice was manufactured by (company name and address) (TARIC additional code) in India. I declare that the information provided in this invoice is complete and correct.”
(3) Date and signature of the official of the entity issuing the commercial invoice.
If no such invoice is presented, the duty rate applicable to all other companies shall apply."
3541246,[552] Definitive anti-dumping duty,7223001900,"[C192] Chandan Steel, Mumbai, Maharashtra",10/02/2017,,,Condition [A1] Presentation of an anti-dumping/countervailing document : Document [D] Action [01] Apply the amount of the action (see components) : ||Condition [A2] Presentation of an anti-dumping/countervailing document : Action [01] Apply the amount of the action (see components) :,"CD697: (Conditions) The application of the individual duty rate for this company shall be conditional upon presentation to the customs authorities of the Member States of a valid commercial invoice, in which must appear a declaration signed by an officer of the entity issuing the commercial invoice, in the following format:
(1) The name and function of the official of the entity issuing the commercial invoice.
(2) The following declaration: “I, the undersigned, certify that the (volume) of stainless steel wires sold for export to the European Union covered by this invoice was manufactured by (company name and address) (TARIC additional code) in India. I declare that the information provided in this invoice is complete and correct.”
(3) Date and signature of the official of the entity issuing the commercial invoice.
If no such invoice is presented, the duty rate applicable to all other companies shall apply."
3541245,[552] Definitive anti-dumping duty,7223001900,"[C191] Bhansali Stainless Wire, Mumbai, Maharashtra",10/02/2017,,,Condition [A1] Presentation of an anti-dumping/countervailing document : Document [D] Action [01] Apply the amount of the action (see components) : ||Condition [A2] Presentation of an anti-dumping/countervailing document : Action [01] Apply the amount of the action (see components) :,"CD697: (Conditions) The application of the individual duty rate for this company shall be conditional upon presentation to the customs authorities of the Member States of a valid commercial invoice, in which must appear a declaration signed by an officer of the entity issuing the commercial invoice, in the following format:
(1) The name and function of the official of the entity issuing the commercial invoice.
(2) The following declaration: “I, the undersigned, certify that the (volume) of stainless steel wires sold for export to the European Union covered by this invoice was manufactured by (company name and address) (TARIC additional code) in India. I declare that the information provided in this invoice is complete and correct.”
(3) Date and signature of the official of the entity issuing the commercial invoice.
If no such invoice is presented, the duty rate applicable to all other companies shall apply."
3541244,[552] Definitive anti-dumping duty,7223001900,"[C190] Bhansali Bright Bars Pvt. Ltd, Mumbai, Maharashtra",10/02/2017,,,Condition [A1] Presentation of an anti-dumping/countervailing document : Document [D] Action [01] Apply the amount of the action (see components) : ||Condition [A2] Presentation of an anti-dumping/countervailing document : Action [01] Apply the amount of the action (see components) :,"CD697: (Conditions) The application of the individual duty rate for this company shall be conditional upon presentation to the customs authorities of the Member States of a valid commercial invoice, in which must appear a declaration signed by an officer of the entity issuing the commercial invoice, in the following format:
(1) The name and function of the official of the entity issuing the commercial invoice.
(2) The following declaration: “I, the undersigned, certify that the (volume) of stainless steel wires sold for export to the European Union covered by this invoice was manufactured by (company name and address) (TARIC additional code) in India. I declare that the information provided in this invoice is complete and correct.”
(3) Date and signature of the official of the entity issuing the commercial invoice.
If no such invoice is presented, the duty rate applicable to all other companies shall apply."
3541243,[552] Definitive anti-dumping duty,7223001900,"[C189] Bekaert Mukand Wire Industries, Lonand, Tal. Khandala, Satara District, Maharastra",10/02/2017,,,Condition [A1] Presentation of an anti-dumping/countervailing document : Document [D] Action [01] Apply the amount of the action (see components) : ||Condition [A2] Presentation of an anti-dumping/countervailing document : Action [01] Apply the amount of the action (see components) :,"CD697: (Conditions) The application of the individual duty rate for this company shall be conditional upon presentation to the customs authorities of the Member States of a valid commercial invoice, in which must appear a declaration signed by an officer of the entity issuing the commercial invoice, in the following format:
(1) The name and function of the official of the entity issuing the commercial invoice.
(2) The following declaration: “I, the undersigned, certify that the (volume) of stainless steel wires sold for export to the European Union covered by this invoice was manufactured by (company name and address) (TARIC additional code) in India. I declare that the information provided in this invoice is complete and correct.”
(3) Date and signature of the official of the entity issuing the commercial invoice.
If no such invoice is presented, the duty rate applicable to all other companies shall apply."
3541242,[552] Definitive anti-dumping duty,7223001900,"[B121] Amar Precision Wire Products Pvt., Ltd, Satara, Maharashtra",10/02/2017,,,Condition [A1] Presentation of an anti-dumping/countervailing document : Document [D] Action [01] Apply the amount of the action (see components) : ||Condition [A2] Presentation of an anti-dumping/countervailing document : Action [01] Apply the amount of the action (see components) :,"CD697: (Conditions) The application of the individual duty rate for this company shall be conditional upon presentation to the customs authorities of the Member States of a valid commercial invoice, in which must appear a declaration signed by an officer of the entity issuing the commercial invoice, in the following format:
(1) The name and function of the official of the entity issuing the commercial invoice.
(2) The following declaration: “I, the undersigned, certify that the (volume) of stainless steel wires sold for export to the European Union covered by this invoice was manufactured by (company name and address) (TARIC additional code) in India. I declare that the information provided in this invoice is complete and correct.”
(3) Date and signature of the official of the entity issuing the commercial invoice.
If no such invoice is presented, the duty rate applicable to all other companies shall apply."
