SID,Measure type,Commodity,Additional code,Geography,Valid dates,Order number,Measure components,Conditions,Footnotes
3089213,[465] Restriction on entry into free circulation,2009610000,,01/03/2009,,,"Condition [E1] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [24] Entry into free circulation allowed : Requirement - 100.00 Litre||Condition [E2] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Document [C] Action [24] Entry into free circulation allowed : ||Condition [E3] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [04] The entry into free circulation is not allowed :","CD522: (Conditions) No certificate or analysis report need to be presented for products originating in and coming from third countries in labelled containers of not more than five litres fitted with a non-reusable closing device where the total quantity transported, whether or not made up of separate consignments, does not exceed 100 litres (Article 21 Regulation 2018/273, OJ L58). | CD524: (Conditions) Wine originating in the United States can be imported into the Community if it is accompanied by the certification document ""commercial document to accompany wine products originating in the United States of America"" (Agreement between EC and USA on trade of wine, Article 9 and Annex III a - OJ L 87 of 24/03/2006)"
3089214,[465] Restriction on entry into free circulation,2009690000,,01/03/2009,,,"Condition [E1] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [24] Entry into free circulation allowed : Requirement - 100.00 Litre||Condition [E2] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Document [C] Action [24] Entry into free circulation allowed : ||Condition [E3] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [04] The entry into free circulation is not allowed :","CD522: (Conditions) No certificate or analysis report need to be presented for products originating in and coming from third countries in labelled containers of not more than five litres fitted with a non-reusable closing device where the total quantity transported, whether or not made up of separate consignments, does not exceed 100 litres (Article 21 Regulation 2018/273, OJ L58). | CD524: (Conditions) Wine originating in the United States can be imported into the Community if it is accompanied by the certification document ""commercial document to accompany wine products originating in the United States of America"" (Agreement between EC and USA on trade of wine, Article 9 and Annex III a - OJ L 87 of 24/03/2006)"
3089215,[465] Restriction on entry into free circulation,2204100000,,01/03/2009,,,"Condition [E1] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [24] Entry into free circulation allowed : Requirement - 100.00 Litre||Condition [E2] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Document [C] Action [24] Entry into free circulation allowed : ||Condition [E3] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [04] The entry into free circulation is not allowed :","CD522: (Conditions) No certificate or analysis report need to be presented for products originating in and coming from third countries in labelled containers of not more than five litres fitted with a non-reusable closing device where the total quantity transported, whether or not made up of separate consignments, does not exceed 100 litres (Article 21 Regulation 2018/273, OJ L58). | CD524: (Conditions) Wine originating in the United States can be imported into the Community if it is accompanied by the certification document ""commercial document to accompany wine products originating in the United States of America"" (Agreement between EC and USA on trade of wine, Article 9 and Annex III a - OJ L 87 of 24/03/2006)"
3114259,[465] Restriction on entry into free circulation,2204210600,,01/01/2010,,,"Condition [E1] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [24] Entry into free circulation allowed : Requirement - 100.00 Litre||Condition [E2] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Document [C] Action [24] Entry into free circulation allowed : ||Condition [E3] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [04] The entry into free circulation is not allowed :","CD522: (Conditions) No certificate or analysis report need to be presented for products originating in and coming from third countries in labelled containers of not more than five litres fitted with a non-reusable closing device where the total quantity transported, whether or not made up of separate consignments, does not exceed 100 litres (Article 21 Regulation 2018/273, OJ L58). | CD524: (Conditions) Wine originating in the United States can be imported into the Community if it is accompanied by the certification document ""commercial document to accompany wine products originating in the United States of America"" (Agreement between EC and USA on trade of wine, Article 9 and Annex III a - OJ L 87 of 24/03/2006)"
3114271,[465] Restriction on entry into free circulation,2204210700,,01/01/2010,,,"Condition [E1] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [24] Entry into free circulation allowed : Requirement - 100.00 Litre||Condition [E2] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Document [C] Action [24] Entry into free circulation allowed : ||Condition [E3] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [04] The entry into free circulation is not allowed :","CD522: (Conditions) No certificate or analysis report need to be presented for products originating in and coming from third countries in labelled containers of not more than five litres fitted with a non-reusable closing device where the total quantity transported, whether or not made up of separate consignments, does not exceed 100 litres (Article 21 Regulation 2018/273, OJ L58). | CD524: (Conditions) Wine originating in the United States can be imported into the Community if it is accompanied by the certification document ""commercial document to accompany wine products originating in the United States of America"" (Agreement between EC and USA on trade of wine, Article 9 and Annex III a - OJ L 87 of 24/03/2006)"
3114283,[465] Restriction on entry into free circulation,2204210800,,01/01/2010,,,"Condition [E1] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [24] Entry into free circulation allowed : Requirement - 100.00 Litre||Condition [E2] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Document [C] Action [24] Entry into free circulation allowed : ||Condition [E3] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [04] The entry into free circulation is not allowed :","CD522: (Conditions) No certificate or analysis report need to be presented for products originating in and coming from third countries in labelled containers of not more than five litres fitted with a non-reusable closing device where the total quantity transported, whether or not made up of separate consignments, does not exceed 100 litres (Article 21 Regulation 2018/273, OJ L58). | CD524: (Conditions) Wine originating in the United States can be imported into the Community if it is accompanied by the certification document ""commercial document to accompany wine products originating in the United States of America"" (Agreement between EC and USA on trade of wine, Article 9 and Annex III a - OJ L 87 of 24/03/2006)"
3114247,[465] Restriction on entry into free circulation,2204210900,,01/01/2010,,,"Condition [E1] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [24] Entry into free circulation allowed : Requirement - 100.00 Litre||Condition [E2] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Document [C] Action [24] Entry into free circulation allowed : ||Condition [E3] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [04] The entry into free circulation is not allowed :","CD522: (Conditions) No certificate or analysis report need to be presented for products originating in and coming from third countries in labelled containers of not more than five litres fitted with a non-reusable closing device where the total quantity transported, whether or not made up of separate consignments, does not exceed 100 litres (Article 21 Regulation 2018/273, OJ L58). | CD524: (Conditions) Wine originating in the United States can be imported into the Community if it is accompanied by the certification document ""commercial document to accompany wine products originating in the United States of America"" (Agreement between EC and USA on trade of wine, Article 9 and Annex III a - OJ L 87 of 24/03/2006)"
3118696,[465] Restriction on entry into free circulation,2204219319,,01/01/2010,,,"Condition [E1] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [24] Entry into free circulation allowed : Requirement - 100.00 Litre||Condition [E2] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Document [C] Action [24] Entry into free circulation allowed : ||Condition [E3] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [04] The entry into free circulation is not allowed :","CD522: (Conditions) No certificate or analysis report need to be presented for products originating in and coming from third countries in labelled containers of not more than five litres fitted with a non-reusable closing device where the total quantity transported, whether or not made up of separate consignments, does not exceed 100 litres (Article 21 Regulation 2018/273, OJ L58). | CD524: (Conditions) Wine originating in the United States can be imported into the Community if it is accompanied by the certification document ""commercial document to accompany wine products originating in the United States of America"" (Agreement between EC and USA on trade of wine, Article 9 and Annex III a - OJ L 87 of 24/03/2006)"
3118703,[465] Restriction on entry into free circulation,2204219329,,01/01/2010,,,"Condition [E1] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [24] Entry into free circulation allowed : Requirement - 100.00 Litre||Condition [E2] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Document [C] Action [24] Entry into free circulation allowed : ||Condition [E3] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [04] The entry into free circulation is not allowed :","CD522: (Conditions) No certificate or analysis report need to be presented for products originating in and coming from third countries in labelled containers of not more than five litres fitted with a non-reusable closing device where the total quantity transported, whether or not made up of separate consignments, does not exceed 100 litres (Article 21 Regulation 2018/273, OJ L58). | CD524: (Conditions) Wine originating in the United States can be imported into the Community if it is accompanied by the certification document ""commercial document to accompany wine products originating in the United States of America"" (Agreement between EC and USA on trade of wine, Article 9 and Annex III a - OJ L 87 of 24/03/2006)"
3118704,[465] Restriction on entry into free circulation,2204219331,,01/01/2010,,,"Condition [E1] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [24] Entry into free circulation allowed : Requirement - 100.00 Litre||Condition [E2] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Document [C] Action [24] Entry into free circulation allowed : ||Condition [E3] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [04] The entry into free circulation is not allowed :","CD522: (Conditions) No certificate or analysis report need to be presented for products originating in and coming from third countries in labelled containers of not more than five litres fitted with a non-reusable closing device where the total quantity transported, whether or not made up of separate consignments, does not exceed 100 litres (Article 21 Regulation 2018/273, OJ L58). | CD524: (Conditions) Wine originating in the United States can be imported into the Community if it is accompanied by the certification document ""commercial document to accompany wine products originating in the United States of America"" (Agreement between EC and USA on trade of wine, Article 9 and Annex III a - OJ L 87 of 24/03/2006)"
3118705,[465] Restriction on entry into free circulation,2204219341,,01/01/2010,,,"Condition [E1] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [24] Entry into free circulation allowed : Requirement - 100.00 Litre||Condition [E2] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Document [C] Action [24] Entry into free circulation allowed : ||Condition [E3] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [04] The entry into free circulation is not allowed :","CD522: (Conditions) No certificate or analysis report need to be presented for products originating in and coming from third countries in labelled containers of not more than five litres fitted with a non-reusable closing device where the total quantity transported, whether or not made up of separate consignments, does not exceed 100 litres (Article 21 Regulation 2018/273, OJ L58). | CD524: (Conditions) Wine originating in the United States can be imported into the Community if it is accompanied by the certification document ""commercial document to accompany wine products originating in the United States of America"" (Agreement between EC and USA on trade of wine, Article 9 and Annex III a - OJ L 87 of 24/03/2006)"
3118706,[465] Restriction on entry into free circulation,2204219351,,01/01/2010,,,"Condition [E1] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [24] Entry into free circulation allowed : Requirement - 100.00 Litre||Condition [E2] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Document [C] Action [24] Entry into free circulation allowed : ||Condition [E3] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [04] The entry into free circulation is not allowed :","CD522: (Conditions) No certificate or analysis report need to be presented for products originating in and coming from third countries in labelled containers of not more than five litres fitted with a non-reusable closing device where the total quantity transported, whether or not made up of separate consignments, does not exceed 100 litres (Article 21 Regulation 2018/273, OJ L58). | CD524: (Conditions) Wine originating in the United States can be imported into the Community if it is accompanied by the certification document ""commercial document to accompany wine products originating in the United States of America"" (Agreement between EC and USA on trade of wine, Article 9 and Annex III a - OJ L 87 of 24/03/2006)"
3118731,[465] Restriction on entry into free circulation,2204219419,,01/01/2010,,,"Condition [E1] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [24] Entry into free circulation allowed : Requirement - 100.00 Litre||Condition [E2] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Document [C] Action [24] Entry into free circulation allowed : ||Condition [E3] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [04] The entry into free circulation is not allowed :","CD522: (Conditions) No certificate or analysis report need to be presented for products originating in and coming from third countries in labelled containers of not more than five litres fitted with a non-reusable closing device where the total quantity transported, whether or not made up of separate consignments, does not exceed 100 litres (Article 21 Regulation 2018/273, OJ L58). | CD524: (Conditions) Wine originating in the United States can be imported into the Community if it is accompanied by the certification document ""commercial document to accompany wine products originating in the United States of America"" (Agreement between EC and USA on trade of wine, Article 9 and Annex III a - OJ L 87 of 24/03/2006)"
3118732,[465] Restriction on entry into free circulation,2204219429,,01/01/2010,,,"Condition [E1] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [24] Entry into free circulation allowed : Requirement - 100.00 Litre||Condition [E2] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Document [C] Action [24] Entry into free circulation allowed : ||Condition [E3] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [04] The entry into free circulation is not allowed :","CD522: (Conditions) No certificate or analysis report need to be presented for products originating in and coming from third countries in labelled containers of not more than five litres fitted with a non-reusable closing device where the total quantity transported, whether or not made up of separate consignments, does not exceed 100 litres (Article 21 Regulation 2018/273, OJ L58). | CD524: (Conditions) Wine originating in the United States can be imported into the Community if it is accompanied by the certification document ""commercial document to accompany wine products originating in the United States of America"" (Agreement between EC and USA on trade of wine, Article 9 and Annex III a - OJ L 87 of 24/03/2006)"
3118733,[465] Restriction on entry into free circulation,2204219431,,01/01/2010,,,"Condition [E1] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [24] Entry into free circulation allowed : Requirement - 100.00 Litre||Condition [E2] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Document [C] Action [24] Entry into free circulation allowed : ||Condition [E3] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [04] The entry into free circulation is not allowed :","CD522: (Conditions) No certificate or analysis report need to be presented for products originating in and coming from third countries in labelled containers of not more than five litres fitted with a non-reusable closing device where the total quantity transported, whether or not made up of separate consignments, does not exceed 100 litres (Article 21 Regulation 2018/273, OJ L58). | CD524: (Conditions) Wine originating in the United States can be imported into the Community if it is accompanied by the certification document ""commercial document to accompany wine products originating in the United States of America"" (Agreement between EC and USA on trade of wine, Article 9 and Annex III a - OJ L 87 of 24/03/2006)"
3118734,[465] Restriction on entry into free circulation,2204219441,,01/01/2010,,,"Condition [E1] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [24] Entry into free circulation allowed : Requirement - 100.00 Litre||Condition [E2] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Document [C] Action [24] Entry into free circulation allowed : ||Condition [E3] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [04] The entry into free circulation is not allowed :","CD522: (Conditions) No certificate or analysis report need to be presented for products originating in and coming from third countries in labelled containers of not more than five litres fitted with a non-reusable closing device where the total quantity transported, whether or not made up of separate consignments, does not exceed 100 litres (Article 21 Regulation 2018/273, OJ L58). | CD524: (Conditions) Wine originating in the United States can be imported into the Community if it is accompanied by the certification document ""commercial document to accompany wine products originating in the United States of America"" (Agreement between EC and USA on trade of wine, Article 9 and Annex III a - OJ L 87 of 24/03/2006)"
3118735,[465] Restriction on entry into free circulation,2204219451,,01/01/2010,,,"Condition [E1] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [24] Entry into free circulation allowed : Requirement - 100.00 Litre||Condition [E2] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Document [C] Action [24] Entry into free circulation allowed : ||Condition [E3] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [04] The entry into free circulation is not allowed :","CD522: (Conditions) No certificate or analysis report need to be presented for products originating in and coming from third countries in labelled containers of not more than five litres fitted with a non-reusable closing device where the total quantity transported, whether or not made up of separate consignments, does not exceed 100 litres (Article 21 Regulation 2018/273, OJ L58). | CD524: (Conditions) Wine originating in the United States can be imported into the Community if it is accompanied by the certification document ""commercial document to accompany wine products originating in the United States of America"" (Agreement between EC and USA on trade of wine, Article 9 and Annex III a - OJ L 87 of 24/03/2006)"
3118736,[465] Restriction on entry into free circulation,2204219461,,01/01/2010,,,"Condition [E1] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [24] Entry into free circulation allowed : Requirement - 100.00 Litre||Condition [E2] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Document [C] Action [24] Entry into free circulation allowed : ||Condition [E3] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [04] The entry into free circulation is not allowed :","CD522: (Conditions) No certificate or analysis report need to be presented for products originating in and coming from third countries in labelled containers of not more than five litres fitted with a non-reusable closing device where the total quantity transported, whether or not made up of separate consignments, does not exceed 100 litres (Article 21 Regulation 2018/273, OJ L58). | CD524: (Conditions) Wine originating in the United States can be imported into the Community if it is accompanied by the certification document ""commercial document to accompany wine products originating in the United States of America"" (Agreement between EC and USA on trade of wine, Article 9 and Annex III a - OJ L 87 of 24/03/2006)"
3118737,[465] Restriction on entry into free circulation,2204219471,,01/01/2010,,,"Condition [E1] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [24] Entry into free circulation allowed : Requirement - 100.00 Litre||Condition [E2] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Document [C] Action [24] Entry into free circulation allowed : ||Condition [E3] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [04] The entry into free circulation is not allowed :","CD522: (Conditions) No certificate or analysis report need to be presented for products originating in and coming from third countries in labelled containers of not more than five litres fitted with a non-reusable closing device where the total quantity transported, whether or not made up of separate consignments, does not exceed 100 litres (Article 21 Regulation 2018/273, OJ L58). | CD524: (Conditions) Wine originating in the United States can be imported into the Community if it is accompanied by the certification document ""commercial document to accompany wine products originating in the United States of America"" (Agreement between EC and USA on trade of wine, Article 9 and Annex III a - OJ L 87 of 24/03/2006)"
3118738,[465] Restriction on entry into free circulation,2204219481,,01/01/2010,,,"Condition [E1] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [24] Entry into free circulation allowed : Requirement - 100.00 Litre||Condition [E2] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Document [C] Action [24] Entry into free circulation allowed : ||Condition [E3] The quantity or the price per unit declared, as appropriate, is equal or less than the specified maximum, or presentation of the required document : Action [04] The entry into free circulation is not allowed :","CD522: (Conditions) No certificate or analysis report need to be presented for products originating in and coming from third countries in labelled containers of not more than five litres fitted with a non-reusable closing device where the total quantity transported, whether or not made up of separate consignments, does not exceed 100 litres (Article 21 Regulation 2018/273, OJ L58). | CD524: (Conditions) Wine originating in the United States can be imported into the Community if it is accompanied by the certification document ""commercial document to accompany wine products originating in the United States of America"" (Agreement between EC and USA on trade of wine, Article 9 and Annex III a - OJ L 87 of 24/03/2006)"
