SID,Measure type,Commodity,Additional code,Geography,Valid dates,Order number,Measure components,Conditions,Footnotes
3250902,[142] Tariff preference,0101290000,,01/01/2012,,[01] 0.00%,,
3210377,[142] Tariff preference,0101300000,,01/01/2012,,[01] 0.00%,,
3160782,[142] Tariff preference,0101900000,,01/02/2010,,[01] 0.00%,,
3148581,[142] Tariff preference,0103911000,,01/02/2010,,[01] 0.00%,,
3148582,[142] Tariff preference,0103921100,,01/02/2010,,[01] 0.00%,,
3148583,[142] Tariff preference,0103921900,,01/02/2010,,[01] 0.00%,,
3148584,[142] Tariff preference,0104103000,,01/02/2010,,[01] 0.00%,,
3148585,[142] Tariff preference,0104108000,,01/02/2010,,[01] 0.00%,,
3148586,[142] Tariff preference,0104200000,,01/02/2010,,[01] 0.00%,,
3148571,[142] Tariff preference,0105000000,,01/02/2010,,[01] 0.00%,,
3211786,[142] Tariff preference,0106141000,,01/01/2012,,[01] 0.00%,,
3148588,[142] Tariff preference,0106391000,,01/02/2010,,[01] 0.00%,,
3148589,[142] Tariff preference,0203111000,,01/02/2010,,[01] 0.00%,,
3148590,[142] Tariff preference,0203121100,,01/02/2010,,[01] 0.00%,,
3148591,[142] Tariff preference,0203121900,,01/02/2010,,[01] 0.00%,,
3148592,[142] Tariff preference,0203191100,,01/02/2010,,[01] 0.00%,,
3148593,[142] Tariff preference,0203191300,,01/02/2010,,[01] 0.00%,,
3148594,[142] Tariff preference,0203191500,,01/02/2010,,[01] 0.00%,,
3148595,[142] Tariff preference,0203195500,,01/02/2010,,[01] 0.00%,,
3148596,[142] Tariff preference,0203195900,,01/02/2010,,[01] 0.00%,,
3148597,[142] Tariff preference,0203211000,,01/02/2010,,[01] 0.00%,,
3148598,[142] Tariff preference,0203221100,,01/02/2010,,[01] 0.00%,,
3148599,[142] Tariff preference,0203221900,,01/02/2010,,[01] 0.00%,,
3148600,[142] Tariff preference,0203291100,,01/02/2010,,[01] 0.00%,,
3148601,[142] Tariff preference,0203291300,,01/02/2010,,[01] 0.00%,,
3148602,[142] Tariff preference,0203291500,,01/02/2010,,[01] 0.00%,,
3148603,[142] Tariff preference,0203295500,,01/02/2010,,[01] 0.00%,,
3148604,[142] Tariff preference,0203295900,,01/02/2010,,[01] 0.00%,,
3148572,[142] Tariff preference,0204000000,,01/02/2010,,[01] 0.00%,,
3148573,[142] Tariff preference,0205000000,,01/02/2010,,[01] 0.00%,,
3148660,[142] Tariff preference,0206101000,,01/02/2010,,[01] 0.00%,,
3514680,[142] Tariff preference,0206109500,,06/11/2016,,[01] 0.00%,,
3148661,[142] Tariff preference,0206291000,,01/02/2010,,[01] 0.00%,,
3514707,[142] Tariff preference,0206299100,,06/11/2016,,[01] 0.00%,,
3148662,[142] Tariff preference,0206801000,,01/02/2010,,[01] 0.00%,,
3148605,[142] Tariff preference,0206809100,,01/02/2010,,[01] 0.00%,,
3148663,[142] Tariff preference,0206901000,,01/02/2010,,[01] 0.00%,,
3148606,[142] Tariff preference,0206909100,,01/02/2010,,[01] 0.00%,,
3148607,[142] Tariff preference,0207110000,,01/02/2010,,[01] 0.00%,,
3148608,[142] Tariff preference,0207120000,,01/02/2010,,[01] 0.00%,,
3148609,[142] Tariff preference,0207130000,,01/02/2010,,[01] 0.00%,,
3148610,[142] Tariff preference,0207140000,,01/02/2010,,[01] 0.00%,,
3148611,[142] Tariff preference,0207240000,,01/02/2010,,[01] 0.00%,,
3148612,[142] Tariff preference,0207250000,,01/02/2010,,[01] 0.00%,,
3148613,[142] Tariff preference,0207260000,,01/02/2010,,[01] 0.00%,,
3148614,[142] Tariff preference,0207270000,,01/02/2010,,[01] 0.00%,,
3211920,[142] Tariff preference,0207410000,,01/01/2012,,[01] 0.00%,,
3211966,[142] Tariff preference,0207420000,,01/01/2012,,[01] 0.00%,,
3212049,[142] Tariff preference,0207440000,,01/01/2012,,[01] 0.00%,,
3212192,[142] Tariff preference,0207451000,,01/01/2012,,[01] 0.00%,,
3212209,[142] Tariff preference,0207452100,,01/01/2012,,[01] 0.00%,,
3212268,[142] Tariff preference,0207453100,,01/01/2012,,[01] 0.00%,,
3244364,[142] Tariff preference,0207454100,,01/01/2012,,[01] 0.00%,,
3212312,[142] Tariff preference,0207455100,,01/01/2012,,[01] 0.00%,,
3212332,[142] Tariff preference,0207456100,,01/01/2012,,[01] 0.00%,,
3212350,[142] Tariff preference,0207457100,,01/01/2012,,[01] 0.00%,,
3231874,[142] Tariff preference,0207458100,,01/01/2012,,[01] 0.00%,,
3212389,[142] Tariff preference,0207459500,,01/01/2012,,[01] 0.00%,,
3212435,[142] Tariff preference,0207459900,,01/01/2012,,[01] 0.00%,,
3211929,[142] Tariff preference,0207510000,,01/01/2012,,[01] 0.00%,,
3211974,[142] Tariff preference,0207520000,,01/01/2012,,[01] 0.00%,,
3244371,[142] Tariff preference,0207540000,,01/01/2012,,[01] 0.00%,,
3212182,[142] Tariff preference,0207551000,,01/01/2012,,[01] 0.00%,,
3212220,[142] Tariff preference,0207552100,,01/01/2012,,[01] 0.00%,,
3212276,[142] Tariff preference,0207553100,,01/01/2012,,[01] 0.00%,,
3231913,[142] Tariff preference,0207554100,,01/01/2012,,[01] 0.00%,,
3212303,[142] Tariff preference,0207555100,,01/01/2012,,[01] 0.00%,,
3212323,[142] Tariff preference,0207556100,,01/01/2012,,[01] 0.00%,,
3212361,[142] Tariff preference,0207557100,,01/01/2012,,[01] 0.00%,,
3244379,[142] Tariff preference,0207558100,,01/01/2012,,[01] 0.00%,,
3212403,[142] Tariff preference,0207559500,,01/01/2012,,[01] 0.00%,,
3212445,[142] Tariff preference,0207559900,,01/01/2012,,[01] 0.00%,,
3232127,[142] Tariff preference,0207600500,,01/01/2012,,[01] 0.00%,,
3212200,[142] Tariff preference,0207601000,,01/01/2012,,[01] 0.00%,,
3212228,[142] Tariff preference,0207602100,,01/01/2012,,[01] 0.00%,,
3212283,[142] Tariff preference,0207603100,,01/01/2012,,[01] 0.00%,,
3212292,[142] Tariff preference,0207604100,,01/01/2012,,[01] 0.00%,,
3231920,[142] Tariff preference,0207605100,,01/01/2012,,[01] 0.00%,,
3212340,[142] Tariff preference,0207606100,,01/01/2012,,[01] 0.00%,,
3212372,[142] Tariff preference,0207608100,,01/01/2012,,[01] 0.00%,,
3212413,[142] Tariff preference,0207609100,,01/01/2012,,[01] 0.00%,,
3212452,[142] Tariff preference,0207609900,,01/01/2012,,[01] 0.00%,,
3148630,[142] Tariff preference,0208101000,,01/02/2010,,[01] 0.00%,,
3148631,[142] Tariff preference,0208300000,,01/02/2010,,[01] 0.00%,,
3148632,[142] Tariff preference,0208400000,,01/02/2010,,[01] 0.00%,,
3148633,[142] Tariff preference,0208500000,,01/02/2010,,[01] 0.00%,,
3213666,[142] Tariff preference,0208600000,,01/01/2012,,[01] 0.00%,,
3148634,[142] Tariff preference,0208901000,,01/02/2010,,[01] 0.00%,,
3148636,[142] Tariff preference,0208906000,,01/02/2010,,[01] 0.00%,,
3148637,[142] Tariff preference,0208907000,,01/02/2010,,[01] 0.00%,,
3213681,[142] Tariff preference,0208909800,,01/01/2012,,[01] 0.00%,,
3148574,[142] Tariff preference,0209000000,,01/02/2010,,[01] 0.00%,,
3148639,[142] Tariff preference,0210110000,,01/02/2010,,[01] 0.00%,,
3148640,[142] Tariff preference,0210120000,,01/02/2010,,[01] 0.00%,,
3148641,[142] Tariff preference,0210190000,,01/02/2010,,[01] 0.00%,,
3148642,[142] Tariff preference,0210200000,,01/02/2010,,[01] 0.00%,,
3148643,[142] Tariff preference,0210910000,,01/02/2010,,[01] 0.00%,,
3148644,[142] Tariff preference,0210920000,,01/02/2010,,[01] 0.00%,,
3148645,[142] Tariff preference,0210930000,,01/02/2010,,[01] 0.00%,,
3148646,[142] Tariff preference,0210991000,,01/02/2010,,[01] 0.00%,,
3148647,[142] Tariff preference,0210992100,,01/02/2010,,[01] 0.00%,,
3148648,[142] Tariff preference,0210992900,,01/02/2010,,[01] 0.00%,,
3148649,[142] Tariff preference,0210993100,,01/02/2010,,[01] 0.00%,,
3148650,[142] Tariff preference,0210993900,,01/02/2010,,[01] 0.00%,,
3148651,[142] Tariff preference,0210994100,,01/02/2010,,[01] 0.00%,,
3148652,[142] Tariff preference,0210994900,,01/02/2010,,[01] 0.00%,,
3148653,[142] Tariff preference,0210995100,,01/02/2010,,[01] 0.00%,,
3148654,[142] Tariff preference,0210995900,,01/02/2010,,[01] 0.00%,,
3148656,[142] Tariff preference,0210997900,,01/02/2010,,[01] 0.00%,,
3213880,[142] Tariff preference,0210998510,,01/01/2012,,[01] 0.00%,,
3213864,[142] Tariff preference,0210998590,,01/01/2012,,[01] 0.00%,,
3148658,[142] Tariff preference,0210999000,,01/02/2010,,[01] 0.00%,,
3206237,[142] Tariff preference,0301190000,,01/01/2012,,[01] 0.00%,,
3152910,[142] Tariff preference,0301911000,,01/01/2012,,[01] + 5.60%,,
3152911,[142] Tariff preference,0301919000,,01/01/2012,,[01] + 8.40%,,
3152931,[142] Tariff preference,0301930000,,01/01/2012,,[01] + 5.60%,,
3152541,[142] Tariff preference,0301940000,,01/02/2010,,[01] 0.00%,,
3152542,[142] Tariff preference,0301950000,,01/02/2010,,[01] 0.00%,,
3152421,[142] Tariff preference,0301991100,,01/02/2010,,[01] 0.00%,,
3505471,[142] Tariff preference,0301991700,,01/01/2017,,[01] 0.00%,,
3209033,[142] Tariff preference,0301998510,,01/01/2012,,[01] 0.00%,,
3209041,[142] Tariff preference,0301998522,,01/01/2012,,[01] 0.00%,,
3209061,[142] Tariff preference,0301998530,,01/01/2012,,[01] 0.00%,,
3209071,[142] Tariff preference,0301998540,,01/01/2012,,[01] 0.00%,,
3209080,[142] Tariff preference,0301998550,,01/01/2012,,[01] 0.00%,,
3209088,[142] Tariff preference,0301998560,,01/01/2012,,[01] 0.00%,,
3209096,[142] Tariff preference,0301998570,,01/01/2012,,[01] 0.00%,,
