SID,Measure type,Commodity,Additional code,Geography,Valid dates,Order number,Measure components,Conditions,Footnotes
3513303,[465] Restriction on entry into free circulation,2926400000,,01/01/2017,,,Condition [C1] Presentation of a certificate/licence/document : Document [L] Action [24] Entry into free circulation allowed : ||Condition [C2] Presentation of a certificate/licence/document : Action [04] The entry into free circulation is not allowed :,"CD437: (Conditions) ""Import authorization"" and ""Specific import requirements"" - see Articles 20-25 of Regulation (EC) No 111/05 (OJ L 22) implemented by Regulation (EC) No 1277/05 (OJ L 202). | TM135: (Taric Measure) The surveillance does not apply to mixtures and natural products which contain scheduled substances and which are compounded in such a way that the scheduled substances cannot be easily used or extracted by readily applicable or economically viable means, to medicinal products as defined in point 2 of Article 1 of Directive 2001/83/EC of the European Parliament and of the Council and to veterinary medicinal products as defined in point 2 of Article 1 of Directive 2001/82/EC of the European Parliament and of the Council."
3347813,[465] Restriction on entry into free circulation,2939440000,,30/12/2013,,,Condition [C1] Presentation of a certificate/licence/document : Document [L] Action [24] Entry into free circulation allowed : ||Condition [C2] Presentation of a certificate/licence/document : Action [04] The entry into free circulation is not allowed :,"CD437: (Conditions) ""Import authorization"" and ""Specific import requirements"" - see Articles 20-25 of Regulation (EC) No 111/05 (OJ L 22) implemented by Regulation (EC) No 1277/05 (OJ L 202). | TM135: (Taric Measure) The surveillance does not apply to mixtures and natural products which contain scheduled substances and which are compounded in such a way that the scheduled substances cannot be easily used or extracted by readily applicable or economically viable means, to medicinal products as defined in point 2 of Article 1 of Directive 2001/83/EC of the European Parliament and of the Council and to veterinary medicinal products as defined in point 2 of Article 1 of Directive 2001/82/EC of the European Parliament and of the Council."
3513307,[467] Restriction on export,2926400000,[4901] Goods not concerned by controls on drug precursors,01/01/2017,,,,
3513306,[467] Restriction on export,2926400000,"[4071] Alpha-phenylacetoacetonitrile, CAS No 4468-48-8",01/01/2017,,,Condition [C1] Presentation of a certificate/licence/document : Document [X] Action [25] Export allowed : ||Condition [C2] Presentation of a certificate/licence/document : Action [05] Export is not allowed :,"CD259: (Conditions) ""Export authorization"" and ""Specific export requirements"" - see Articles 12-19 of Regulation (EC) No 111/05 (OJ L 22) implemented by Regulation (EC) No 2015/1011 (OJ L 162) | TM135: (Taric Measure) The surveillance does not apply to mixtures and natural products which contain scheduled substances and which are compounded in such a way that the scheduled substances cannot be easily used or extracted by readily applicable or economically viable means, to medicinal products as defined in point 2 of Article 1 of Directive 2001/83/EC of the European Parliament and of the Council and to veterinary medicinal products as defined in point 2 of Article 1 of Directive 2001/82/EC of the European Parliament and of the Council."
3513352,[467] Restriction on export,2926907000,"[4071] Alpha-phenylacetoacetonitrile, CAS No 4468-48-8",01/01/2017,,,Condition [C1] Presentation of a certificate/licence/document : Document [X] Action [25] Export allowed : ||Condition [C2] Presentation of a certificate/licence/document : Action [05] Export is not allowed :,"CD259: (Conditions) ""Export authorization"" and ""Specific export requirements"" - see Articles 12-19 of Regulation (EC) No 111/05 (OJ L 22) implemented by Regulation (EC) No 2015/1011 (OJ L 162) | TM135: (Taric Measure) The surveillance does not apply to mixtures and natural products which contain scheduled substances and which are compounded in such a way that the scheduled substances cannot be easily used or extracted by readily applicable or economically viable means, to medicinal products as defined in point 2 of Article 1 of Directive 2001/83/EC of the European Parliament and of the Council and to veterinary medicinal products as defined in point 2 of Article 1 of Directive 2001/82/EC of the European Parliament and of the Council."
3513353,[467] Restriction on export,2926907000,[4901] Goods not concerned by controls on drug precursors,01/01/2017,,,,
3347812,[467] Restriction on export,2939440000,,30/12/2013,,,Condition [C1] Presentation of a certificate/licence/document : Document [X] Action [25] Export allowed : ||Condition [C2] Presentation of a certificate/licence/document : Action [05] Export is not allowed :,"CD259: (Conditions) ""Export authorization"" and ""Specific export requirements"" - see Articles 12-19 of Regulation (EC) No 111/05 (OJ L 22) implemented by Regulation (EC) No 2015/1011 (OJ L 162) | TM135: (Taric Measure) The surveillance does not apply to mixtures and natural products which contain scheduled substances and which are compounded in such a way that the scheduled substances cannot be easily used or extracted by readily applicable or economically viable means, to medicinal products as defined in point 2 of Article 1 of Directive 2001/83/EC of the European Parliament and of the Council and to veterinary medicinal products as defined in point 2 of Article 1 of Directive 2001/82/EC of the European Parliament and of the Council."
3515999,[467] Restriction on export,3003410000,,01/01/2017,,,Condition [C1] Presentation of a certificate/licence/document : Document [X] Action [25] Export allowed : ||Condition [C2] Presentation of a certificate/licence/document : Action [05] Export is not allowed :,"CD259: (Conditions) ""Export authorization"" and ""Specific export requirements"" - see Articles 12-19 of Regulation (EC) No 111/05 (OJ L 22) implemented by Regulation (EC) No 2015/1011 (OJ L 162)"
3516000,[467] Restriction on export,3003420000,,01/01/2017,,,Condition [C1] Presentation of a certificate/licence/document : Document [X] Action [25] Export allowed : ||Condition [C2] Presentation of a certificate/licence/document : Action [05] Export is not allowed :,"CD259: (Conditions) ""Export authorization"" and ""Specific export requirements"" - see Articles 12-19 of Regulation (EC) No 111/05 (OJ L 22) implemented by Regulation (EC) No 2015/1011 (OJ L 162)"
3516011,[467] Restriction on export,3004410000,,01/01/2017,,,Condition [C1] Presentation of a certificate/licence/document : Document [X] Action [25] Export allowed : ||Condition [C2] Presentation of a certificate/licence/document : Action [05] Export is not allowed :,"CD259: (Conditions) ""Export authorization"" and ""Specific export requirements"" - see Articles 12-19 of Regulation (EC) No 111/05 (OJ L 22) implemented by Regulation (EC) No 2015/1011 (OJ L 162)"
3516012,[467] Restriction on export,3004420000,,01/01/2017,,,Condition [C1] Presentation of a certificate/licence/document : Document [X] Action [25] Export allowed : ||Condition [C2] Presentation of a certificate/licence/document : Action [05] Export is not allowed :,"CD259: (Conditions) ""Export authorization"" and ""Specific export requirements"" - see Articles 12-19 of Regulation (EC) No 111/05 (OJ L 22) implemented by Regulation (EC) No 2015/1011 (OJ L 162)"
