SID,Measure type,Commodity,Additional code,Geography,Valid dates,Order number,Measure components,Conditions,Footnotes
1909179,[142] Tariff preference,0403105100,,01/01/1999,,[01] 0.00%,,
828741,[142] Tariff preference,0403105100,,01/01/1993,,[01] 0.00%,,
828811,[142] Tariff preference,0403105300,,01/01/1993,,[01] 0.00%,,
1909182,[142] Tariff preference,0403105300,,01/01/1999,,[01] 0.00%,,
828881,[142] Tariff preference,0403105900,,01/01/1993,,[01] 0.00%,,
1909184,[142] Tariff preference,0403105900,,01/01/1999,,[01] 0.00%,,
1909185,[142] Tariff preference,0403109100,,01/01/1999,,[01] 0.00%,,
828951,[142] Tariff preference,0403109100,,01/01/1993,,[01] 0.00%,,
829021,[142] Tariff preference,0403109300,,01/01/1993,,[01] 0.00%,,
1909188,[142] Tariff preference,0403109300,,01/01/1999,,[01] 0.00%,,
829091,[142] Tariff preference,0403109900,,01/01/1993,,[01] 0.00%,,
1909191,[142] Tariff preference,0403109900,,01/01/1999,,[01] 0.00%,,
1909194,[142] Tariff preference,0403907100,,01/01/1999,,[01] 0.00%,,
829309,[142] Tariff preference,0403907100,,01/01/1993,,[01] 0.00%,,
829379,[142] Tariff preference,0403907300,,01/01/1993,,[01] 0.00%,,
1909195,[142] Tariff preference,0403907300,,01/01/1999,,[01] 0.00%,,
829450,[142] Tariff preference,0403907900,,01/01/1993,,[01] 0.00%,,
1909198,[142] Tariff preference,0403907900,,01/01/1999,,[01] 0.00%,,
829521,[142] Tariff preference,0403909100,,01/01/1993,,[01] 0.00%,,
1909200,[142] Tariff preference,0403909100,,01/01/1999,,[01] 0.00%,,
829592,[142] Tariff preference,0403909300,,01/01/1993,,[01] 0.00%,,
1909202,[142] Tariff preference,0403909300,,01/01/1999,,[01] 0.00%,,
1909205,[142] Tariff preference,0403909900,,01/01/1999,,[01] 0.00%,,
829663,[142] Tariff preference,0403909900,,01/01/1993,,[01] 0.00%,,
1341642,[142] Tariff preference,0405201000,,01/01/1996,,[01] 0.00%,,
